player,player_id,position,team_name,grades_coverage_defense,grades_defense,snap_counts_pass_play,rank,Year,index,player_name,year_signed,age,contract_length,value,average/year
Bobby McCain,9578,S,MIA,69.6,63.6,301,97.0,2019,675,Bobby McCain,2019,25,4,"$27,000,000",6750000
Logan Ryan,7864,CB,TEN,60.0,63.0,867,101.0,2019,989,Logan Ryan,2019,28,3,"$30,000,000",10000000
Bradley McDougald,8220,S,SEA,62.6,62.8,689,102.0,2019,676,Bradley McDougald,2019,28,3,"$13,500,000",4500000
Andrew Adams,11240,S,TB,63.6,62.7,428,103.0,2019,466,Andrew Adams,2019,26,1,"$920,000",920000
Kyle Fuller,8649,CB,CHI,58.7,62.5,668,105.0,2019,775,Kyle Fuller,2019,27,4,"$56,000,000",14000000
Daryl Worley,10711,CB,LV,62.6,62.4,580,107.0,2019,508,Daryl Worley,2019,24,1,"$3,095,000",3095000
Kenny Vaccaro,7796,S,TEN,53.5,60.9,841,110.0,2019,588,Kenny Vaccaro,2019,28,4,"$24,000,000",6000000
Justin Coleman,9892,CB,DET,58.8,60.5,628,114.0,2019,576,Justin Coleman,2019,25,4,"$36,000,000",9000000
Buster Skrine,6289,CB,CHI,59.1,59.8,520,116.0,2019,487,Buster Skrine,2019,29,3,"$16,500,000",5500000
Daniel Sorensen,9253,S,KC,61.6,59.4,554,118.0,2019,918,Daniel Sorensen,2019,29,4,"$16,000,000",4000000
Kevin Peterson,11302,CB,ARZ,61.3,59.2,187,119.0,2019,592,Kevin Peterson,2019,24,1,"$570,000",570000
Eric Rowe,9480,CB,MIA,60.2,58.9,604,120.0,2019,531,Eric Rowe,2019,27,3,"$16,150,000",5383333
Pierre Desir,8762,CB,IND,57.9,58.8,450,121.0,2019,625,Pierre Desir,2019,28,3,"$22,500,000",7500000
Ricardo Allen,8782,S,ATL,57.3,58.6,585,122.0,2019,819,Ricardo Allen,2019,27,3,"$19,500,000",6500000
A.J. Bouye,8110,CB,JAX,55.4,58.4,562,123.0,2019,873,A.J. Bouye,2019,27,5,"$67,500,000",13500000
Ross Cockrell,8744,CB,CAR,61.3,57.5,487,127.0,2019,825,Ross Cockrell,2019,27,2,"$6,600,000",3300000
Darryl Roberts,9680,CB,NYJ,58.5,56.6,441,129.0,2019,507,Darryl Roberts,2019,28,3,"$18,000,000",6000000
Darius Slay,7817,CB,DET,56.9,56.4,523,130.0,2019,1115,Darius Slay,2019,28,4,"$48,150,000",12037500
B.W. Webb,7896,CB,CIN,54.5,55.7,506,133.0,2019,474,B.W. Webb,2019,29,3,"$10,500,000",3500000
Rashaan Melvin,8334,CB,DET,47.2,55.3,566,136.0,2019,627,Rashaan Melvin,2019,29,1,"$2,150,000",2150000
Jaylen Watkins,8736,S,LAC,53.4,55.2,232,137.0,2019,553,Jaylen Watkins,2019,27,1,"$895,000",895000
Bashaud Breeland,8737,CB,KC,51.3,55.2,704,137.0,2019,475,Bashaud Breeland,2019,27,1,"$2,000,000",2000000
Shawn Williams,7865,S,CIN,51.0,54.5,563,141.0,2019,1236,Shawn Williams,2019,28,4,"$20,185,000",5046250
Tre Flowers,49059,CB,SEA,47.7,49.5,708,148.0,2019,858,Tre Flowers,2019,25,4,"$2,758,729",689682
Xavier Rhodes,7806,CB,MIN,45.3,47.9,558,152.0,2019,1062,Xavier Rhodes,2019,29,5,"$70,100,000",14020000
Eric Reid,7799,S,CAR,36.1,46.6,668,155.0,2019,530,Eric Reid,2019,27,3,"$22,050,000",7350000
Josh Norman,7649,CB,WAS,43.4,45.7,339,157.0,2019,1168,Josh Norman,2019,31,5,"$75,000,000",15000000
Jamal Perry,12259,CB,MIA,41.3,43.7,389,158.0,2019,546,Jamal Perry,2019,24,2,"$1,080,000",540000
Jermaine Whitehead,9698,S,CLV,51.7,40.0,284,160.0,2019,557,Jermaine Whitehead,2019,25,1,"$645,000",645000
Eddie Jackson,11867,S,CHI,94.7,93.2,626,1.0,2018,941,Eddie Jackson,2018,25,4,"$3,065,797",766449
Stephon Gilmore,7016,CB,NE,90.8,90.9,817,2.0,2018,1039,Stephon Gilmore,2018,27,5,"$65,000,000",13000000
Anthony Harris,9895,S,MIN,87.1,89.0,349,4.0,2018,668,Anthony Harris,2018,26,1,"$705,000",705000
Micah Hyde,7941,S,BUF,88.6,84.1,507,9.0,2018,998,Micah Hyde,2018,27,5,"$30,500,000",6100000
Patrick Peterson,6157,CB,ARZ,83.7,82.5,611,12.0,2018,1204,Patrick Peterson,2018,26,5,"$70,050,000",14010000
Jason McCourty,5127,CB,NE,83.3,82.3,699,13.0,2018,954,Jason McCourty,2018,30,2,"$6,000,000",3000000
Eric Weddle,3653,S,BLT,78.6,82.3,708,13.0,2018,1144,Eric Weddle,2018,33,4,"$26,000,000",6500000
Kyle Fuller,8649,CB,CHI,82.3,81.4,746,15.0,2018,775,Kyle Fuller,2018,26,4,"$56,000,000",14000000
Bryce Callahan,10000,CB,CHI,81.3,81.3,496,16.0,2018,682,Bryce Callahan,2018,26,1,"$1,907,000",1907000
Prince Amukamara,6171,CB,CHI,77.1,81.0,680,17.0,2018,811,Prince Amukamara,2018,28,3,"$27,000,000",9000000
Johnathan Joseph,2969,CB,HST,81.1,80.8,570,18.0,2018,748,Johnathan Joseph,2018,33,2,"$10,000,000",5000000
Devin McCourty,5552,S,NE,83.9,80.6,817,19.0,2018,1343,Devin McCourty,2018,30,5,"$47,500,000",9500000
Nickell Robey-Coleman,8483,CB,LA,80.8,79.8,497,22.0,2018,804,Nickell Robey-Coleman,2018,26,3,"$15,675,000",5225000
Harrison Smith,7641,S,MIN,68.7,79.7,605,23.0,2018,1148,Harrison Smith,2018,29,5,"$51,250,000",10250000
Malcolm Jenkins,4937,S,PHI,85.5,79.6,821,24.0,2018,1184,Malcolm Jenkins,2018,30,4,"$35,000,000",8750000
Kareem Jackson,5545,CB,HST,74.2,79.2,687,26.0,2018,1380,Kareem Jackson,2018,29,4,"$34,000,000",8500000
Pierre Desir,8762,CB,IND,73.9,77.7,682,33.0,2018,810,Pierre Desir,2018,27,1,"$1,750,000",1750000
Aqib Talib,4334,CB,LA,75.2,76.6,346,38.0,2018,1493,Aqib Talib,2018,32,6,"$57,000,000",9500000
A.J. Bouye,8110,CB,JAX,79.3,75.7,512,40.0,2018,873,A.J. Bouye,2018,26,5,"$67,500,000",13500000
Tyrann Mathieu,7850,S,HST,70.6,75.3,735,41.0,2018,865,Tyrann Mathieu,2018,25,1,"$7,000,000",7000000
Darius Slay,7817,CB,DET,78.2,75.0,532,42.0,2018,1115,Darius Slay,2018,27,4,"$48,150,000",12037500
Trumaine Johnson,7067,CB,NYJ,75.1,74.9,421,43.0,2018,864,Trumaine Johnson,2018,28,5,"$72,500,000",14500000
D.J. Hayden,7793,CB,JAX,73.7,74.8,312,44.0,2018,697,D.J. Hayden,2018,27,3,"$19,000,000",6333333
Bradley McDougald,8220,S,SEA,76.4,74.7,606,45.0,2018,676,Bradley McDougald,2018,27,3,"$13,500,000",4500000
Tre Boston,8763,S,ARZ,78.2,74.1,540,47.0,2018,857,Tre Boston,2018,26,1,"$1,500,000",1500000
Patrick Chung,4957,S,NE,78.1,72.7,715,55.0,2018,807,Patrick Chung,2018,30,2,"$7,800,000",3900000
Quandre Diggs,9633,S,DET,67.1,72.7,576,55.0,2018,813,Quandre Diggs,2018,25,3,"$18,600,000",6200000
Reshad Jones,5686,S,MIA,71.7,72.1,462,60.0,2018,1022,Reshad Jones,2018,30,5,"$60,000,000",12000000
Shawn Williams,7865,S,CIN,78.7,71.6,566,62.0,2018,1236,Shawn Williams,2018,27,4,"$20,185,000",5046250
Logan Ryan,7864,CB,TEN,70.1,71.6,540,62.0,2018,989,Logan Ryan,2018,27,3,"$30,000,000",10000000
Tony Jefferson,8361,S,BLT,70.3,71.2,603,64.0,2018,1050,Tony Jefferson,2018,26,4,"$34,000,000",8500000
Joe Haden,5532,CB,PIT,70.9,70.9,616,65.0,2018,960,Joe Haden,2018,29,3,"$27,000,000",9000000
Brandon Carr,4454,CB,BLT,71.9,70.8,629,67.0,2018,895,Brandon Carr,2018,31,4,"$23,500,000",5875000
T.J. McDonald,7852,S,MIA,66.7,70.6,546,69.0,2018,1042,T.J. McDonald,2018,27,4,"$24,010,000",6002500
Orlando Scandrick,4457,CB,KC,70.2,70.0,598,71.0,2018,806,Orlando Scandrick,2018,31,2,"$7,000,000",3500000
Michael Thomas,7279,S,NYG,70.1,69.7,352,75.0,2018,795,Michael Thomas,2018,28,2,"$4,000,000",2000000
Desmond Trufant,7803,CB,ATL,68.7,69.5,682,78.0,2018,930,Desmond Trufant,2018,27,5,"$68,750,000",13750000
Darryl Roberts,9680,S,NYJ,66.4,69.0,483,80.0,2018,1335,Darryl Roberts,2018,27,4,"$2,334,223",583556
Richard Sherman,6306,CB,SF,68.1,68.9,534,81.0,2018,820,Richard Sherman,2018,29,3,"$27,150,000",9050000
Josh Norman,7649,CB,WAS,72.0,68.9,641,81.0,2018,1168,Josh Norman,2018,30,5,"$75,000,000",15000000
Duron Harmon,7872,S,NE,69.3,68.8,511,83.0,2018,939,Duron Harmon,2018,27,4,"$17,000,000",4250000
Jordan Poyer,8000,S,BUF,70.9,68.4,579,86.0,2018,965,Jordan Poyer,2018,26,4,"$13,000,000",3250000
Sharrod Neasman,11050,S,ATL,67.5,67.8,282,89.0,2018,833,Sharrod Neasman,2018,26,2,"$1,350,000",675000
Justin Coleman,9892,CB,SEA,75.1,67.3,521,92.0,2018,760,Justin Coleman,2018,24,1,"$2,914,000",2914000
Malcolm Butler,9040,CB,TEN,69.8,67.1,544,94.0,2018,786,Malcolm Butler,2018,28,5,"$61,250,000",12250000
K'Waun Williams,9332,CB,SF,66.0,66.7,409,97.0,2018,974,K'Waun Williams,2018,26,3,"$8,850,000",2950000
Jaquiski Tartt,9479,S,SF,58.5,66.6,274,98.0,2018,740,Jaquiski Tartt,2018,26,2,"$13,000,000",6500000
Kenny Vaccaro,7796,S,TEN,61.6,66.4,460,99.0,2018,773,Kenny Vaccaro,2018,27,1,"$1,500,000",1500000
Glover Quin,5035,S,DET,63.4,66.1,487,101.0,2018,945,Glover Quin,2018,32,2,"$13,000,000",6500000
Adrian Phillips,9177,S,LAC,67.5,66.0,564,102.0,2018,665,Adrian Phillips,2018,25,1,"$1,500,000",1500000
Corey Graham,3784,S,PHI,64.5,65.9,559,103.0,2018,691,Corey Graham,2018,33,1,"$1,715,000",1715000
Coty Sensabaugh,7115,CB,PIT,64.7,65.7,495,106.0,2018,913,Coty Sensabaugh,2018,29,2,"$2,600,000",1300000
Eric Reid,7799,S,CAR,66.7,65.7,459,106.0,2018,729,Eric Reid,2018,26,1,"$1,390,000",1390000
Antoine Bethea,3152,S,ARZ,73.5,64.2,612,112.0,2018,883,Antoine Bethea,2018,33,3,"$12,750,000",4250000
Tre Flowers,49059,CB,SEA,57.4,64.1,616,113.0,2018,858,Tre Flowers,2018,24,4,"$2,758,729",689682
Tramon Williams,3558,S,GB,62.6,63.3,637,118.0,2018,854,Tramon Williams,2018,35,2,"$10,000,000",5000000
Morris Claiborne,7012,CB,NYJ,60.3,62.7,630,119.0,2018,799,Morris Claiborne,2018,28,1,"$7,000,000",7000000
Captain Munnerlyn,5140,CB,CAR,60.3,61.6,452,124.0,2018,901,Captain Munnerlyn,2018,29,4,"$17,500,000",4375000
Bene Benwikere,8783,CB,LV,55.4,61.4,335,125.0,2018,672,Bene Benwikere,2018,27,1,"$790,000",790000
B.W. Webb,7896,CB,NYG,60.4,61.3,634,126.0,2018,670,B.W. Webb,2018,28,1,"$815,000",815000
Shareece Wright,6241,CB,HST,59.0,61.3,395,126.0,2018,832,Shareece Wright,2018,30,1,"$1,005,000",1005000
Brent Grimes,3589,CB,TB,61.0,61.3,450,126.0,2018,680,Brent Grimes,2018,34,1,"$7,000,000",7000000
Jimmy Smith,6179,CB,BLT,62.6,61.2,433,130.0,2018,1361,Jimmy Smith,2018,29,4,"$41,102,000",10275500
Rafael Bush,5779,CB,BUF,59.2,60.9,262,133.0,2018,815,Rafael Bush,2018,30,2,"$3,500,000",1750000
Nevin Lawson,8768,CB,DET,54.7,60.6,517,135.0,2018,803,Nevin Lawson,2018,26,2,"$9,200,000",4600000
Jahleel Addae,8117,S,LAC,58.3,60.5,736,136.0,2018,952,Jahleel Addae,2018,28,4,"$22,500,000",5625000
Rashaan Melvin,8334,CB,LV,56.3,60.5,357,136.0,2018,816,Rashaan Melvin,2018,28,1,"$5,500,000",5500000
Dre Kirkpatrick,7023,CB,CIN,62.6,60.0,483,139.0,2018,937,Dre Kirkpatrick,2018,28,5,"$52,500,000",10500000
Ron Parker,6625,S,KC,62.7,59.6,688,141.0,2018,1434,Ron Parker,2018,30,5,"$25,000,000",5000000
Darian Stewart,5820,S,DEN,60.8,59.6,521,141.0,2018,1113,Darian Stewart,2018,30,4,"$28,000,000",7000000
Xavier Rhodes,7806,CB,MIN,55.1,58.2,455,144.0,2018,1062,Xavier Rhodes,2018,28,5,"$70,100,000",14020000
Curtis Riley,10109,S,NYG,63.9,58.1,636,145.0,2018,695,Curtis Riley,2018,25,1,"$630,000",630000
Bobby McCain,9578,CB,MIA,54.0,57.9,471,146.0,2018,675,Bobby McCain,2018,24,4,"$27,000,000",6750000
Buster Skrine,6289,CB,NYJ,50.8,57.3,440,148.0,2018,1292,Buster Skrine,2018,28,4,"$25,000,000",6250000
Robert Alford,7841,CB,ATL,53.1,56.6,601,149.0,2018,1219,Robert Alford,2018,30,4,"$38,000,000",9500000
Jeff Heath,8396,S,DAL,59.1,56.4,686,150.0,2018,1158,Jeff Heath,2018,26,4,"$7,671,000",1917750
Marcus Gilchrist,6202,S,LV,53.5,54.4,490,152.0,2018,790,Marcus Gilchrist,2018,29,1,"$4,000,000",4000000
Barry Church,5924,S,JAX,40.1,49.9,405,156.0,2018,889,Barry Church,2018,30,4,"$26,000,000",6500000
Mike Adams,1972,S,CAR,42.1,49.2,598,157.0,2018,1002,Mike Adams,2018,36,2,"$4,200,000",2100000
Harrison Smith,7641,S,MIN,91.6,91.8,701,1.0,2017,1148,Harrison Smith,2017,28,5,"$51,250,000",10250000
Glover Quin,5035,S,DET,91.3,90.6,645,6.0,2017,945,Glover Quin,2017,31,2,"$13,000,000",6500000
Micah Hyde,7941,S,BUF,90.4,87.7,664,11.0,2017,998,Micah Hyde,2017,26,5,"$30,500,000",6100000
Jordan Poyer,8000,S,BUF,90.9,87.7,636,11.0,2017,965,Jordan Poyer,2017,25,4,"$13,000,000",3250000
Patrick Robinson,5557,CB,PHI,89.9,87.0,641,13.0,2017,1010,Patrick Robinson,2017,29,1,"$775,000",775000
Antoine Bethea,3152,S,ARZ,87.6,86.4,511,14.0,2017,883,Antoine Bethea,2017,32,3,"$12,750,000",4250000
A.J. Bouye,8110,CB,JAX,84.7,84.5,778,18.0,2017,873,A.J. Bouye,2017,25,5,"$67,500,000",13500000
Stephon Gilmore,7016,CB,NE,87.2,83.0,654,20.0,2017,1039,Stephon Gilmore,2017,26,5,"$65,000,000",13000000
Jimmy Smith,6179,CB,BLT,84.1,81.9,356,22.0,2017,1361,Jimmy Smith,2017,28,4,"$41,102,000",10275500
Tramon Williams,3558,CB,ARZ,83.8,81.5,438,23.0,2017,1054,Tramon Williams,2017,34,1,"$2,000,000",2000000
Aqib Talib,4334,CB,DEN,81.6,81.4,465,25.0,2017,1493,Aqib Talib,2017,31,6,"$57,000,000",9500000
Andrew Sendejo,6118,S,MIN,81.3,81.0,539,27.0,2017,1069,Andrew Sendejo,2017,29,4,"$16,000,000",4000000
Darius Slay,7817,CB,DET,80.0,80.6,649,28.0,2017,1115,Darius Slay,2017,26,4,"$48,150,000",12037500
Tre Boston,8763,S,LAC,89.0,80.6,631,28.0,2017,1055,Tre Boston,2017,24,1,"$900,000",900000
Nickell Robey-Coleman,8483,CB,LA,83.3,80.5,489,30.0,2017,1007,Nickell Robey-Coleman,2017,25,1,"$855,000",855000
Tyvon Branch,4414,S,ARZ,79.7,79.2,361,32.0,2017,1264,Tyvon Branch,2017,30,2,"$8,000,000",4000000
Rashaan Melvin,8334,CB,IND,75.9,77.9,346,38.0,2017,1213,Rashaan Melvin,2017,27,2,"$1,450,000",725000
Bryce Callahan,10000,CB,CHI,77.3,77.7,374,39.0,2017,898,Bryce Callahan,2017,25,1,"$615,000",615000
Kam Chancellor,5656,S,SEA,72.7,77.7,384,39.0,2017,975,Kam Chancellor,2017,29,3,"$36,000,000",12000000
Robert Alford,7841,CB,ATL,74.2,76.7,744,42.0,2017,1219,Robert Alford,2017,29,4,"$38,000,000",9500000
Jeff Heath,8396,S,DAL,80.8,76.6,561,43.0,2017,1158,Jeff Heath,2017,25,4,"$7,671,000",1917750
Jason McCourty,5127,CB,CLV,73.5,76.3,516,45.0,2017,954,Jason McCourty,2017,29,2,"$6,000,000",3000000
Rodney McLeod,7271,S,PHI,81.6,76.2,734,47.0,2017,1223,Rodney McLeod,2017,26,5,"$35,000,000",7000000
Mike Adams,1972,S,CAR,80.3,75.9,678,48.0,2017,1002,Mike Adams,2017,35,2,"$4,200,000",2100000
K'Waun Williams,9332,CB,SF,73.8,75.3,428,49.0,2017,974,K'Waun Williams,2017,25,3,"$8,850,000",2950000
Desmond Trufant,7803,CB,ATL,72.8,75.1,668,50.0,2017,930,Desmond Trufant,2017,26,5,"$68,750,000",13750000
Malcolm Jenkins,4937,S,PHI,74.3,74.5,802,55.0,2017,1184,Malcolm Jenkins,2017,29,4,"$35,000,000",8750000
Brent Grimes,3589,CB,TB,75.2,74.1,521,59.0,2017,1086,Brent Grimes,2017,33,2,"$13,500,000",6750000
Duron Harmon,7872,S,NE,79.5,73.6,618,61.0,2017,939,Duron Harmon,2017,26,4,"$17,000,000",4250000
Bradley McDougald,8220,S,SEA,82.0,73.5,395,63.0,2017,892,Bradley McDougald,2017,26,1,"$1,800,000",1800000
Prince Amukamara,6171,CB,CHI,71.5,73.3,513,65.0,2017,1015,Prince Amukamara,2017,27,1,"$7,000,000",7000000
Eric Weddle,3653,S,BLT,76.1,73.3,670,65.0,2017,1144,Eric Weddle,2017,32,4,"$26,000,000",6500000
Tyrann Mathieu,7850,CB,ARZ,69.1,72.6,666,67.0,2017,1263,Tyrann Mathieu,2017,25,5,"$62,500,000",12500000
Barry Church,5924,S,JAX,72.2,72.5,760,68.0,2017,889,Barry Church,2017,29,4,"$26,000,000",6500000
Xavier Rhodes,7806,CB,MIN,71.0,72.4,644,69.0,2017,1062,Xavier Rhodes,2017,27,5,"$70,100,000",14020000
Josh Norman,7649,CB,WAS,69.3,72.2,526,71.0,2017,1168,Josh Norman,2017,29,5,"$75,000,000",15000000
Ricardo Allen,8782,S,ATL,71.1,72.1,697,72.0,2017,1023,Ricardo Allen,2017,25,1,"$615,000",615000
Malcolm Butler,9040,CB,NE,69.7,71.5,770,75.0,2017,991,Malcolm Butler,2017,27,1,"$3,910,000",3910000
Devin McCourty,5552,S,NE,66.7,71.5,784,75.0,2017,1343,Devin McCourty,2017,29,5,"$47,500,000",9500000
George Iloka,7159,S,CIN,70.1,71.4,562,78.0,2017,1146,George Iloka,2017,26,5,"$30,000,000",6000000
Ross Cockrell,8744,CB,NYG,74.1,71.1,401,79.0,2017,1030,Ross Cockrell,2017,25,1,"$1,100,000",1100000
Jahleel Addae,8117,S,LAC,70.3,70.6,624,80.0,2017,952,Jahleel Addae,2017,27,4,"$22,500,000",5625000
Patrick Chung,4957,S,NE,74.4,70.6,738,80.0,2017,1414,Patrick Chung,2017,29,3,"$8,200,000",2733333
Tony Jefferson,8361,S,BLT,65.5,70.2,668,82.0,2017,1050,Tony Jefferson,2017,25,4,"$34,000,000",8500000
Andre Hal,8850,S,HST,64.4,69.6,563,85.0,2017,880,Andre Hal,2017,25,3,"$15,000,000",5000000
Joe Haden,5532,CB,PIT,70.5,69.3,412,87.0,2017,960,Joe Haden,2017,28,3,"$27,000,000",9000000
Patrick Peterson,6157,CB,ARZ,68.4,69.2,630,88.0,2017,1204,Patrick Peterson,2017,25,5,"$70,050,000",14010000
Reshad Jones,5686,S,MIA,56.1,68.4,607,91.0,2017,1022,Reshad Jones,2017,29,5,"$60,000,000",12000000
Eddie Jackson,11867,S,CHI,69.0,68.3,627,92.0,2017,941,Eddie Jackson,2017,24,4,"$3,065,797",766449
Trumaine Johnson,7067,CB,LA,68.4,67.9,645,94.0,2017,1059,Trumaine Johnson,2017,27,1,"$16,742,400",16742400
Brandon Carr,4454,CB,BLT,66.2,67.7,629,97.0,2017,895,Brandon Carr,2017,30,4,"$23,500,000",5875000
Dominique Rodgers-Cromartie,4330,CB,NYG,69.0,67.6,393,98.0,2017,1561,Dominique Rodgers-Cromartie,2017,30,5,"$35,000,000",7000000
Terence Newman,1321,CB,MIN,63.9,66.6,419,102.0,2017,1045,Terence Newman,2017,38,1,"$3,250,000",3250000
Kareem Jackson,5545,CB,HST,57.9,66.1,541,106.0,2017,1380,Kareem Jackson,2017,28,4,"$34,000,000",8500000
Buster Skrine,6289,CB,NYJ,61.4,65.9,604,107.0,2017,1292,Buster Skrine,2017,27,4,"$25,000,000",6250000
Jamar Taylor,7835,CB,CLV,62.7,65.9,550,107.0,2017,1152,Jamar Taylor,2017,26,3,"$16,500,000",5500000
Sean Smith,4984,CB,LV,63.9,65.8,444,110.0,2017,1229,Sean Smith,2017,29,4,"$38,000,000",9500000
Logan Ryan,7864,CB,TEN,62.0,65.4,686,111.0,2017,989,Logan Ryan,2017,26,3,"$30,000,000",10000000
Darryl Roberts,9680,CB,NYJ,66.2,65.2,322,115.0,2017,1335,Darryl Roberts,2017,26,4,"$2,334,223",583556
Mike Mitchell,4970,S,PIT,61.3,64.9,433,117.0,2017,1632,Mike Mitchell,2017,29,5,"$25,000,000",5000000
Marcus Gilchrist,6202,S,HST,63.2,64.5,501,119.0,2017,995,Marcus Gilchrist,2017,28,1,"$3,000,000",3000000
Robert McClain,5771,CB,TB,65.6,64.1,446,122.0,2017,1026,Robert McClain,2017,28,1,"$775,000",775000
Reggie Nelson,3637,S,LV,52.9,63.8,601,124.0,2017,1216,Reggie Nelson,2017,33,2,"$8,500,000",4250000
Dre Kirkpatrick,7023,CB,CIN,61.8,63.5,527,126.0,2017,937,Dre Kirkpatrick,2017,27,5,"$52,500,000",10500000
Darius Butler,4964,S,IND,65.5,63.3,352,127.0,2017,919,Darius Butler,2017,30,1,"$3,000,000",3000000
Morris Claiborne,7012,CB,NYJ,58.3,62.9,534,128.0,2017,1004,Morris Claiborne,2017,27,1,"$5,000,000",5000000
Kayvon Webster,7871,CB,LA,62.3,62.4,374,132.0,2017,976,Kayvon Webster,2017,26,2,"$7,750,000",3875000
Davon House,6283,CB,GB,60.0,62.3,391,133.0,2017,922,Davon House,2017,27,1,"$2,800,000",2800000
T.J. McDonald,7852,S,MIA,56.7,62.2,328,135.0,2017,1042,T.J. McDonald,2017,26,4,"$24,010,000",6002500
Darian Stewart,5820,S,DEN,56.0,61.9,513,139.0,2017,1113,Darian Stewart,2017,29,4,"$28,000,000",7000000
Daniel Sorensen,9253,S,KC,71.8,60.5,655,140.0,2017,918,Daniel Sorensen,2017,27,4,"$16,000,000",4000000
Leonard Johnson,7385,CB,BUF,60.8,60.1,505,144.0,2017,988,Leonard Johnson,2017,26,1,"$855,000",855000
Tavon Wilson,7051,S,DET,56.2,60.1,328,144.0,2017,1248,Tavon Wilson,2017,26,2,"$2,200,000",1100000
Captain Munnerlyn,5140,CB,CAR,60.4,58.9,351,147.0,2017,901,Captain Munnerlyn,2017,28,4,"$17,500,000",4375000
Ron Parker,6625,S,KC,56.0,57.3,674,150.0,2017,1434,Ron Parker,2017,29,5,"$25,000,000",5000000
Orlando Scandrick,4457,CB,DAL,48.9,55.3,388,153.0,2017,1413,Orlando Scandrick,2017,29,5,"$19,000,000",3800000
Kurt Coleman,5767,S,CAR,45.7,52.9,525,155.0,2017,1176,Kurt Coleman,2017,29,3,"$17,000,000",5666667
Keith Tandy,7166,S,TB,90.5,91.4,240,1.0,2016,1173,Keith Tandy,2016,27,2,"$1,850,000",925000
Devin McCourty,5552,S,NE,92.1,91.1,804,2.0,2016,1343,Devin McCourty,2016,28,5,"$47,500,000",9500000
Dominique Rodgers-Cromartie,4330,CB,NYG,90.6,90.2,534,3.0,2016,1561,Dominique Rodgers-Cromartie,2016,29,5,"$35,000,000",7000000
Eric Weddle,3653,S,BLT,88.7,90.0,656,5.0,2016,1144,Eric Weddle,2016,31,4,"$26,000,000",6500000
Eric Berry,5530,S,KC,90.3,89.9,710,6.0,2016,1142,Eric Berry,2016,27,1,"$10,806,000",10806000
Aqib Talib,4334,CB,DEN,89.8,88.9,515,7.0,2016,1493,Aqib Talib,2016,30,6,"$57,000,000",9500000
Brent Grimes,3589,CB,TB,87.4,88.6,609,8.0,2016,1086,Brent Grimes,2016,32,2,"$13,500,000",6750000
A.J. Bouye,8110,CB,HST,89.9,87.4,576,9.0,2016,1063,A.J. Bouye,2016,24,1,"$1,671,000",1671000
Quintin Demps,4431,S,HST,83.1,86.1,444,10.0,2016,1209,Quintin Demps,2016,30,1,"$1,500,000",1500000
Malcolm Butler,9040,CB,NE,86.9,83.3,797,12.0,2016,1621,Malcolm Butler,2016,26,3,"$1,530,000",510000
Terence Newman,1321,CB,MIN,83.0,83.0,459,13.0,2016,1250,Terence Newman,2016,37,1,"$2,500,000",2500000
Lardarius Webb,5011,S,BLT,82.0,81.7,649,17.0,2016,1392,Lardarius Webb,2016,30,3,"$16,250,000",5416667
Kam Chancellor,5656,S,SEA,78.5,81.6,507,19.0,2016,1790,Kam Chancellor,2016,28,4,"$28,002,008",7000502
Darius Butler,4964,CB,IND,85.9,81.4,338,20.0,2016,1331,Darius Butler,2016,29,2,"$5,000,000",2500000
Ricardo Allen,8782,S,ATL,85.8,81.2,918,21.0,2016,1217,Ricardo Allen,2016,24,1,"$525,000",525000
Darius Slay,7817,CB,DET,80.2,80.4,510,22.0,2016,1115,Darius Slay,2016,25,4,"$48,150,000",12037500
William Gay,3786,CB,PIT,79.2,80.0,691,23.0,2016,1266,William Gay,2016,31,3,"$7,500,000",2500000
Patrick Peterson,6157,CB,ARZ,80.1,79.8,648,24.0,2016,1204,Patrick Peterson,2016,24,5,"$70,050,000",14010000
Jahleel Addae,8117,S,LAC,80.3,79.5,319,27.0,2016,1151,Jahleel Addae,2016,26,1,"$2,553,000",2553000
