player,player_id,position,team_name,grades_defense,snap_counts_run,rank,Year,index,player_name,year_signed,age,contract_length,value,average/year
De'Vondre Campbell,10749,LB,GB,85.0,353,2.0,2021,37,De'Vondre Campbell,2021,27,1,"$2,000,000",2000000
Frankie Luvu,51028,LB,CAR,84.8,120,3.0,2021,56,Frankie Luvu,2021,24,1,"$1,100,000",1100000
Travin Howard,50959,LB,LA,82.6,71,4.0,2021,151,Travin Howard,2021,24,1,"$780,000",780000
Fred Warner,51222,LB,SF,80.1,442,5.0,2021,57,Fred Warner,2021,24,5,"$95,225,000",19045000
Darius Leonard,49684,LB,IND,79.0,367,7.0,2021,33,Darius Leonard,2021,26,5,"$98,500,000",19700000
Demario Davis,7079,LB,NO,77.2,362,8.0,2021,183,Demario Davis,2021,32,3,"$27,000,000",9000000
T.J. Edwards,30737,LB,PHI,75.5,298,10.0,2021,141,T.J. Edwards,2021,25,1,"$2,200,000",2200000
Josh Bynes,6503,LB,BLT,74.8,239,11.0,2021,82,Josh Bynes,2021,31,1,"$1,075,000",1075000
Shaq Thompson,9458,LB,CAR,72.7,340,12.0,2021,393,Shaq Thompson,2021,27,4,"$54,433,000",13608250
Lavonte David,7060,LB,TB,72.3,272,14.0,2021,103,Lavonte David,2021,31,2,"$25,000,000",12500000
Bobby Wagner,7050,LB,SEA,71.8,453,15.0,2021,285,Bobby Wagner,2021,31,3,"$54,000,000",18000000
Kyle Van Noy,8675,LB,NE,71.6,341,16.0,2021,98,Kyle Van Noy,2021,29,2,"$12,000,000",6000000
Anthony Walker,11916,LB,CLV,69.1,283,19.0,2021,10,Anthony Walker,2021,25,1,"$3,000,000",3000000
Duke Riley,11830,LB,MIA,67.2,74,22.0,2021,46,Duke Riley,2021,26,1,"$1,127,500",1127500
Matt Milano,11918,LB,BUF,67.0,399,23.0,2021,111,Matt Milano,2021,25,4,"$41,500,000",10375000
Jaylon Smith,10668,LB,NYG,66.5,121,24.0,2021,72,Jaylon Smith,2021,26,1,"$990,000",990000
K.J. Wright,6251,LB,LV,65.1,227,28.0,2021,89,K.J. Wright,2021,32,1,"$3,495,000",3495000
Denzel Perryman,9481,LB,LV,63.9,356,31.0,2021,41,Denzel Perryman,2021,28,2,"$6,000,000",3000000
Anthony Barr,8644,LB,MIN,63.0,279,33.0,2021,8,Anthony Barr,2021,28,1,"$8,635,000",8635000
Zach Cunningham,11812,LB,TEN,62.9,289,34.0,2021,271,Zach Cunningham,2021,26,4,"$58,000,000",14500000
Jordan Hicks,9517,LB,ARZ,62.6,442,36.0,2021,343,Jordan Hicks,2021,29,4,"$34,000,000",8500000
Logan Wilson,29623,LB,CIN,61.5,319,37.0,2021,232,Logan Wilson,2021,25,4,"$4,945,590",1236398
Reggie Ragland,10675,LB,NYG,61.2,222,39.0,2021,129,Reggie Ragland,2021,27,1,"$1,127,500",1127500
Jerome Baker,28091,LB,MIA,60.9,365,40.0,2021,75,Jerome Baker,2021,24,3,"$37,500,000",12500000
Eric Kendricks,9478,LB,MIN,59.9,398,42.0,2021,451,Eric Kendricks,2021,29,5,"$50,000,000",10000000
Jalen Reeves-Maybin,11879,LB,DET,55.8,248,48.0,2021,65,Jalen Reeves-Maybin,2021,26,1,"$2,377,500",2377500
Kevin Minter,7826,LB,TB,54.1,113,50.0,2021,93,Kevin Minter,2021,30,1,"$1,212,500",1212500
Alex Singleton,9994,LB,PHI,54.1,271,50.0,2021,6,Alex Singleton,2021,27,1,"$850,000",850000
Elandon Roberts,10848,LB,MIA,54.1,321,50.0,2021,49,Elandon Roberts,2021,26,1,"$1,995,000",1995000
Kwon Alexander,9557,LB,NO,53.9,170,54.0,2021,96,Kwon Alexander,2021,27,1,"$1,127,500",1127500
Chris Board,29456,LB,BLT,53.6,76,56.0,2021,25,Chris Board,2021,25,1,"$1,683,000",1683000
Joe Schobert,10733,LB,PIT,53.6,430,56.0,2021,212,Joe Schobert,2021,27,5,"$53,750,000",10750000
Anthony Hitchens,8754,LB,KC,52.2,329,59.0,2021,418,Anthony Hitchens,2021,28,5,"$45,000,000",9000000
Christian Kirksey,8706,LB,HST,50.3,368,61.0,2021,27,Christian Kirksey,2021,28,1,"$3,000,000",3000000
Neville Hewitt,9836,LB,HST,49.4,173,64.0,2021,116,Neville Hewitt,2021,28,1,"$1,700,000",1700000
A.J. Klein,7930,LB,BUF,48.9,129,66.0,2021,161,A.J. Klein,2021,29,3,"$18,000,000",6000000
Cory Littleton,11190,LB,LV,48.3,317,68.0,2021,176,Cory Littleton,2021,27,3,"$35,250,000",11750000
Robert Spillane,50918,LB,PIT,46.3,151,72.0,2021,132,Robert Spillane,2021,25,1,"$850,000",850000
Christian Jones,9020,LB,CHI,45.3,64,74.0,2021,26,Christian Jones,2021,30,1,"$1,212,500",1212500
Kamu Grugier-Hill,10842,LB,HST,44.4,371,76.0,2021,91,Kamu Grugier-Hill,2021,26,1,"$2,500,000",2500000
Damien Wilson,9560,LB,JAX,44.0,405,78.0,2021,31,Damien Wilson,2021,27,1,"$2,000,000",2000000
Troy Reeder,38268,LB,LA,43.1,355,80.0,2021,402,Troy Reeder,2021,26,3,"$1,755,000",585000
David Mayo,9602,LB,WAS,42.9,91,81.0,2021,35,David Mayo,2021,27,1,"$990,000",990000
Nick Vigil,10721,LB,MIN,42.1,302,83.0,2021,119,Nick Vigil,2021,27,1,"$1,750,000",1750000
C.J. Mosley,8652,LB,NYJ,42.0,463,84.0,2021,296,C.J. Mosley,2021,28,5,"$85,000,000",17000000
Alex Anzalone,11831,LB,DET,35.4,366,87.0,2021,5,Alex Anzalone,2021,26,1,"$1,750,000",1750000
Deion Jones,10686,LB,ATL,34.6,459,89.0,2021,314,Deion Jones,2021,26,4,"$57,000,000",14250000
Alec Ogletree,7811,LB,CHI,29.4,339,94.0,2021,4,Alec Ogletree,2021,29,1,"$1,075,000",1075000
Jarrad Davis,11776,LB,NYJ,28.6,97,96.0,2021,71,Jarrad Davis,2021,26,1,"$5,500,000",5500000
Bobby Wagner,7050,LB,SEA,85.1,401,2.0,2020,285,Bobby Wagner,2020,30,3,"$54,000,000",18000000
Eric Kendricks,9478,LB,MIN,82.6,300,3.0,2020,451,Eric Kendricks,2020,28,5,"$50,000,000",10000000
Demario Davis,7079,LB,NO,77.8,419,5.0,2020,183,Demario Davis,2020,31,3,"$27,000,000",9000000
Blake Martinez,10765,LB,NYG,75.9,411,6.0,2020,171,Blake Martinez,2020,26,3,"$30,750,000",10250000
K.J. Wright,6251,LB,SEA,75.7,371,7.0,2020,350,K.J. Wright,2020,30,2,"$14,000,000",7000000
L.J. Fort,7292,LB,BLT,71.5,151,10.0,2020,357,L.J. Fort,2020,30,3,"$5,500,000",1833333
Joe Jones,12321,LB,DEN,69.8,4,12.0,2020,211,Joe Jones,2020,26,1,"$825,000",825000
Deion Jones,10686,LB,ATL,68.7,348,14.0,2020,314,Deion Jones,2020,25,4,"$57,000,000",14250000
Kevin Pierre-Louis,8767,LB,WAS,67.7,209,18.0,2020,225,Kevin Pierre-Louis,2020,28,1,"$3,000,000",3000000
Nick Kwiatkoski,10747,LB,LV,67.1,281,21.0,2020,241,Nick Kwiatkoski,2020,26,3,"$21,000,000",7000000
B.J. Goodson,10743,LB,CLV,66.0,339,25.0,2020,169,B.J. Goodson,2020,26,1,"$2,400,000",2400000
Jamie Collins Sr.,7833,LB,DET,64.2,359,28.0,2020,203,Jamie Collins Sr.,2020,30,3,"$30,000,000",10000000
Nicholas Morrow,51674,LB,LV,63.7,272,29.0,2020,239,Nicholas Morrow,2020,24,1,"$3,259,000",3259000
Kyle Van Noy,8675,LB,MIA,61.6,311,30.0,2020,227,Kyle Van Noy,2020,28,4,"$51,000,000",12750000
Troy Reeder,38268,LB,LA,61.3,217,31.0,2020,402,Troy Reeder,2020,25,3,"$1,755,000",585000
Zach Cunningham,11812,LB,HST,60.9,471,33.0,2020,271,Zach Cunningham,2020,25,4,"$58,000,000",14500000
Todd Davis,9007,LB,MIN,60.6,132,34.0,2020,264,Todd Davis,2020,29,1,"$1,050,000",1050000
Nick Vigil,10721,LB,LAC,60.6,152,34.0,2020,243,Nick Vigil,2020,26,1,"$2,400,000",2400000
Neville Hewitt,9836,LB,NYJ,59.3,435,38.0,2020,238,Neville Hewitt,2020,26,1,"$2,000,000",2000000
Alex Singleton,9994,LB,PHI,58.9,351,39.0,2020,277,Alex Singleton,2020,26,2,"$1,080,000",540000
Kwon Alexander,9557,LB,NO,58.6,276,40.0,2020,354,Kwon Alexander,2020,25,4,"$54,000,000",13500000
Brennan Scarlett,11169,LB,HST,55.7,168,44.0,2020,291,Brennan Scarlett,2020,26,2,"$5,782,285",2891143
Logan Wilson,29623,LB,CIN,54.7,115,49.0,2020,232,Logan Wilson,2020,24,4,"$4,945,590",1236398
Damien Wilson,9560,LB,KC,54.2,334,53.0,2020,309,Damien Wilson,2020,26,2,"$5,750,000",2875000
Joe Schobert,10733,LB,JAX,54.2,504,53.0,2020,212,Joe Schobert,2020,26,5,"$53,750,000",10750000
Jaylon Smith,10668,LB,DAL,54.2,472,53.0,2020,336,Jaylon Smith,2020,25,6,"$68,421,000",11403500
Jon Bostic,7831,LB,WAS,53.7,421,56.0,2020,216,Jon Bostic,2020,28,2,"$5,100,000",2550000
Eric Wilson,38587,LB,MIN,53.5,440,57.0,2020,194,Eric Wilson,2020,25,1,"$3,259,000",3259000
Josh Bynes,6503,LB,CIN,52.6,390,60.0,2020,219,Josh Bynes,2020,30,1,"$1,650,000",1650000
Avery Williamson,8786,LB,PIT,51.9,299,61.0,2020,422,Avery Williamson,2020,28,3,"$22,500,000",7500000
Jordan Hicks,9517,LB,ARZ,50.4,377,65.0,2020,343,Jordan Hicks,2020,28,4,"$34,000,000",8500000
Vince Williams,7988,LB,PIT,50.3,295,66.0,2020,535,Vince Williams,2020,30,3,"$18,600,000",6200000
Shaq Thompson,9458,LB,CAR,49.8,374,68.0,2020,393,Shaq Thompson,2020,26,4,"$54,433,000",13608250
Anthony Hitchens,8754,LB,KC,49.7,361,69.0,2020,418,Anthony Hitchens,2020,27,5,"$45,000,000",9000000
De'Vondre Campbell,10749,LB,ARZ,49.0,349,70.0,2020,181,De'Vondre Campbell,2020,26,1,"$6,000,000",6000000
Kevin Minter,7826,LB,TB,48.8,48,71.0,2020,224,Kevin Minter,2020,29,1,"$1,187,000",1187000
Christian Kirksey,8706,LB,GB,48.2,221,73.0,2020,175,Christian Kirksey,2020,27,2,"$13,000,000",6500000
Reggie Ragland,10675,LB,DET,48.0,232,75.0,2020,251,Reggie Ragland,2020,26,1,"$962,500",962500
Joe Thomas,9272,LB,DAL,47.6,168,77.0,2020,213,Joe Thomas,2020,28,1,"$1,250,000",1250000
A.J. Klein,7930,LB,BUF,46.4,300,78.0,2020,161,A.J. Klein,2020,28,3,"$18,000,000",6000000
Cory Littleton,11190,LB,LV,46.3,332,79.0,2020,176,Cory Littleton,2020,26,3,"$35,250,000",11750000
Tyrell Adams,10140,LB,HST,43.5,350,82.0,2020,268,Tyrell Adams,2020,27,1,"$970,000",970000
Danny Trevathan,7177,LB,CHI,39.9,387,88.0,2020,177,Danny Trevathan,2020,29,3,"$21,750,000",7250000
Harvey Langi,50118,LB,NYJ,34.9,194,91.0,2020,328,Harvey Langi,2020,27,2,"$1,230,000",615000
Tahir Whitehead,7135,LB,CAR,31.9,207,93.0,2020,260,Tahir Whitehead,2020,29,1,"$2,500,000",2500000
Bryce Hager,9657,LB,NYJ,30.2,46,94.0,2020,173,Bryce Hager,2020,28,1,"$910,000",910000
Elandon Roberts,10848,LB,MIA,29.3,228,96.0,2020,191,Elandon Roberts,2020,25,1,"$2,000,000",2000000
Demario Davis,7079,LB,NO,90.3,358,1.0,2019,443,Demario Davis,2019,30,3,"$24,000,000",8000000
Eric Kendricks,9478,LB,MIN,90.1,402,2.0,2019,451,Eric Kendricks,2019,27,5,"$50,000,000",10000000
Lavonte David,7060,LB,TB,88.2,343,4.0,2019,946,Lavonte David,2019,29,5,"$50,250,000",10050000
Luke Kuechly,7015,LB,CAR,85.4,403,5.0,2019,948,Luke Kuechly,2019,28,5,"$61,801,565",12360313
Josh Bynes,6503,LB,BLT,80.0,214,6.0,2019,345,Josh Bynes,2019,29,1,"$930,000",930000
Cory Littleton,11190,LB,LA,79.0,408,7.0,2019,305,Cory Littleton,2019,25,1,"$3,095,000",3095000
Deion Jones,10686,LB,ATL,76.6,362,10.0,2019,314,Deion Jones,2019,24,4,"$57,000,000",14250000
Bobby Wagner,7050,LB,SEA,76.4,424,11.0,2019,285,Bobby Wagner,2019,29,3,"$54,000,000",18000000
Vince Williams,7988,LB,PIT,76.2,203,12.0,2019,535,Vince Williams,2019,29,3,"$18,600,000",6200000
L.J. Fort,7292,LB,BLT,73.5,105,14.0,2019,357,L.J. Fort,2019,29,3,"$5,500,000",1833333
David Mayo,9602,LB,NYG,72.9,304,15.0,2019,311,David Mayo,2019,25,2,"$2,500,000",1250000
Jamie Collins Sr.,7833,LB,NE,72.3,299,17.0,2019,334,Jamie Collins Sr.,2019,29,1,"$2,000,000",2000000
Dont'a Hightower,7030,LB,NE,71.3,295,18.0,2019,594,Dont'a Hightower,2019,29,4,"$35,500,000",8875000
Jaylon Smith,10668,LB,DAL,70.2,359,19.0,2019,336,Jaylon Smith,2019,24,6,"$68,421,000",11403500
Kiko Alonso,7827,LB,NO,69.5,91,20.0,2019,648,Kiko Alonso,2019,28,4,"$28,910,000",7227500
Benardrick McKinney,9476,LB,HST,65.8,352,29.0,2019,425,Benardrick McKinney,2019,26,5,"$50,000,000",10000000
Shaq Thompson,9458,LB,CAR,65.8,360,29.0,2019,393,Shaq Thompson,2019,25,4,"$54,433,000",13608250
Kevin Minter,7826,LB,TB,65.2,73,32.0,2019,352,Kevin Minter,2019,28,1,"$895,000",895000
Todd Davis,9007,LB,DEN,65.1,340,33.0,2019,530,Todd Davis,2019,28,3,"$15,000,000",5000000
Nigel Bradham,7105,LB,PHI,64.6,241,34.0,2019,506,Nigel Bradham,2019,29,5,"$40,000,000",8000000
Will Compton,8308,LB,LV,64.3,111,36.0,2019,408,Will Compton,2019,29,1,"$805,000",805000
Danny Trevathan,7177,LB,CHI,61.9,209,45.0,2019,730,Danny Trevathan,2019,28,4,"$28,000,000",7000000
Thomas Davis Sr.,2231,LB,LAC,61.7,384,46.0,2019,401,Thomas Davis Sr.,2019,35,2,"$10,500,000",5250000
Sean Lee,5580,LB,DAL,61.5,284,48.0,2019,391,Sean Lee,2019,32,1,"$3,500,000",3500000
Jordan Hicks,9517,LB,ARZ,61.0,423,50.0,2019,343,Jordan Hicks,2019,27,4,"$34,000,000",8500000
K.J. Wright,6251,LB,SEA,59.9,421,53.0,2019,350,K.J. Wright,2019,29,2,"$14,000,000",7000000
Denzel Perryman,9481,LB,LAC,59.2,194,55.0,2019,316,Denzel Perryman,2019,26,2,"$12,000,000",6000000
Mark Barron,7013,LB,PIT,57.5,277,61.0,2019,362,Mark Barron,2019,29,2,"$12,000,000",6000000
Anthony Barr,8644,LB,MIN,56.3,393,63.0,2019,279,Anthony Barr,2019,26,5,"$67,500,000",13500000
Jon Bostic,7831,LB,WAS,55.9,438,65.0,2019,341,Jon Bostic,2019,28,1,"$895,000",895000
Alec Ogletree,7811,LB,NYG,55.6,349,66.0,2019,546,Alec Ogletree,2019,28,4,"$42,750,000",10687500
James Burgess,11202,LB,NYJ,54.9,235,67.0,2019,332,James Burgess,2019,24,1,"$645,000",645000
Wesley Woodyard,4583,LB,TEN,54.0,143,69.0,2019,703,Wesley Woodyard,2019,32,3,"$10,500,000",3500000
Tahir Whitehead,7135,LB,LV,53.2,387,72.0,2019,525,Tahir Whitehead,2019,28,3,"$19,000,000",6333333
Kwon Alexander,9557,LB,SF,52.6,154,73.0,2019,354,Kwon Alexander,2019,24,4,"$54,000,000",13500000
Damien Wilson,9560,LB,KC,50.4,388,77.0,2019,309,Damien Wilson,2019,25,2,"$5,750,000",2875000
Sam Eguavoen,15301,LB,MIA,50.2,233,78.0,2019,389,Sam Eguavoen,2019,25,2,"$1,080,000",540000
Patrick Onwuasor,11100,LB,BLT,48.3,200,81.0,2019,375,Patrick Onwuasor,2019,26,1,"$3,095,000",3095000
Joe Walker,10885,LB,ARZ,46.2,249,84.0,2019,466,Joe Walker,2019,26,2,"$1,200,000",600000
Preston Brown,8708,LB,JAX,45.9,242,86.0,2019,379,Preston Brown,2019,26,3,"$16,500,000",5500000
A.J. Klein,7930,LB,NO,45.7,308,88.0,2019,540,A.J. Klein,2019,27,4,"$24,000,000",6000000
Christian Jones,9020,LB,DET,45.5,257,89.0,2019,301,Christian Jones,2019,28,2,"$5,740,000",2870000
Anthony Hitchens,8754,LB,KC,44.4,365,91.0,2019,418,Anthony Hitchens,2019,26,5,"$45,000,000",9000000
Neville Hewitt,9836,LB,NYJ,40.4,278,93.0,2019,372,Neville Hewitt,2019,25,1,"$1,500,000",1500000
Troy Reeder,38268,LB,LA,28.6,170,96.0,2019,402,Troy Reeder,2019,24,3,"$1,755,000",585000
Bobby Wagner,7050,LB,SEA,91.7,366,1.0,2018,855,Bobby Wagner,2018,28,4,"$43,000,000",10750000
Luke Kuechly,7015,LB,CAR,90.5,337,2.0,2018,948,Luke Kuechly,2018,27,5,"$61,801,565",12360313
Zach Brown,7055,LB,WAS,88.2,295,4.0,2018,538,Zach Brown,2018,28,3,"$24,000,000",8000000
Lorenzo Alexander,2476,LB,BUF,86.6,257,5.0,2018,657,Lorenzo Alexander,2018,34,2,"$5,950,000",2975000
Benardrick McKinney,9476,LB,HST,80.5,377,10.0,2018,425,Benardrick McKinney,2018,25,5,"$50,000,000",10000000
Lavonte David,7060,LB,TB,76.1,366,13.0,2018,946,Lavonte David,2018,28,5,"$50,250,000",10050000
Demario Davis,7079,LB,NO,75.1,327,15.0,2018,443,Demario Davis,2018,29,3,"$24,000,000",8000000
Josh Bynes,6503,LB,ARZ,74.8,329,16.0,2018,472,Josh Bynes,2018,28,3,"$5,575,000",1858333
Thomas Davis Sr.,2231,LB,CAR,73.9,252,17.0,2018,1140,Thomas Davis Sr.,2018,34,5,"$16,500,000",3300000
Danny Trevathan,7177,LB,CHI,73.7,329,18.0,2018,730,Danny Trevathan,2018,27,4,"$28,000,000",7000000
Avery Williamson,8786,LB,NYJ,72.8,427,21.0,2018,422,Avery Williamson,2018,26,3,"$22,500,000",7500000
L.J. Fort,7292,LB,PIT,72.4,87,22.0,2018,652,L.J. Fort,2018,28,2,"$1,320,000",660000
Wesley Woodyard,4583,LB,TEN,72.2,258,24.0,2018,703,Wesley Woodyard,2018,31,3,"$10,500,000",3500000
K.J. Wright,6251,LB,SEA,71.3,119,25.0,2018,930,K.J. Wright,2018,28,4,"$27,000,000",6750000
Todd Davis,9007,LB,DEN,70.6,362,28.0,2018,530,Todd Davis,2018,27,3,"$15,000,000",5000000
Kyle Van Noy,8675,LB,NE,70.4,347,29.0,2018,651,Kyle Van Noy,2018,27,2,"$11,757,095",5878548
A.J. Klein,7930,LB,NO,69.9,286,31.0,2018,540,A.J. Klein,2018,26,4,"$24,000,000",6000000
Patrick Onwuasor,11100,LB,BLT,65.9,201,41.0,2018,510,Patrick Onwuasor,2018,25,1,"$630,000",630000
Vince Williams,7988,LB,PIT,65.0,276,44.0,2018,535,Vince Williams,2018,28,3,"$18,600,000",6200000
