player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Charles Woodson,330,S,OAK,16,0,0,23,53.3,0,0,4,0.7,0.0,0,0,0.0,0,737,5,0,0,53.3,0,0,3,1.2,0.0,0,0.0,0,325,4,0
Julius Peppers,1010,ED,GB,18,0,1,12,73.9,10,43,472,90.3,15.7,74,3,8.2,12,546,493,65,0,75.2,8,29,277,94.8,19.5,54,9.6,8,305,289,45
Dwight Freeney,1019,ED,ARZ,13,0,0,1,77.2,4,29,253,96.8,17.4,44,0,9.7,8,277,268,41,0,90.1,4,23,141,98.1,24.8,35,14.5,7,154,151,34
James Harrison,1251,ED,PIT,17,2,0,25,81.2,11,30,317,72.9,18.9,60,5,8.7,7,458,334,48,0,84.4,6,19,156,76.4,26.3,41,11.9,6,216,165,31
Terence Newman,1321,CB,MIN,17,0,0,18,68.3,0,2,2,0.3,50.0,1,5,50.0,0,625,2,2,0,66.7,0,1,1,0.4,100.0,1,50.0,0,281,1,1
Kevin Williams,1325,DI,NO,16,2,0,20,63.7,2,19,255,100.0,7.8,20,2,4.1,0,274,274,21,2,71.1,1,6,75,100.0,10.7,8,4.7,0,82,82,7
Terrell Suggs,1326,ED,BLT,1,0,0,3,64.3,0,1,27,79.4,14.8,4,0,1.9,0,34,27,1,0,63.2,0,0,13,81.3,15.4,2,0.0,0,16,13,0
Calvin Pace,1334,ED,NYJ,16,0,0,22,60.4,4,10,214,75.4,7.9,17,1,4.7,3,301,227,17,0,55.4,3,5,98,84.8,12.2,12,4.1,0,125,106,8
Charles Tillman,1351,CB,CAR,12,0,0,5,68.4,1,0,6,1.2,16.7,1,2,8.3,0,490,6,1,0,74.3,1,0,3,1.1,33.3,1,16.7,0,267,3,1
Rashean Mathis,1355,CB,DET,7,0,0,11,54.7,0,0,2,0.8,0.0,0,1,0.0,0,250,2,0,0,54.7,0,0,2,1.9,0.0,0,0.0,0,106,2,0
Cory Redding,1381,DI,ARZ,11,1,1,1,55.2,0,5,109,99.1,4.6,5,2,2.3,0,116,115,5,0,53.9,0,1,36,97.4,2.8,1,1.4,0,39,38,1
Robert Mathis,1447,ED,IND,15,0,0,14,63.9,8,20,307,87.8,11.7,36,3,6.8,7,376,330,35,0,69.3,6,16,155,90.8,18.7,29,9.7,4,185,168,26
Chris Clemons,1585,ED,JAX,16,1,0,15,52.6,8,23,434,96.9,8.8,38,5,4.3,3,484,469,34,1,58.3,4,18,224,99.2,12.5,28,6.3,3,242,240,25
Colin Cole,1589,DI,CAR,2,0,0,5,56.8,0,1,32,100.0,6.3,2,0,1.6,0,34,34,1,0,61.3,0,1,16,100.0,12.5,2,3.1,0,17,17,1
Cullen Jenkins,1637,DI,NYG,16,1,0,21,64.7,8,24,473,97.5,8.2,39,3,4.0,3,518,505,35,1,65.3,6,16,225,97.6,11.6,26,5.8,2,250,244,24
DeAngelo Hall,1729,CB,WAS,12,0,0,32,68.2,0,0,3,1.1,33.3,1,2,0.0,0,348,4,0,0,,0,0,0,0.0,,0,,0,168,0,0
Vince Wilfork,1742,DI,HST,17,0,0,13,53.2,1,9,279,100.0,4.3,12,1,1.8,0,299,299,10,0,49.7,0,4,77,100.0,6.5,5,2.6,0,82,82,4
Jason Babin,1748,ED,ARZ,2,0,0,1,53.5,1,1,22,88.9,9.1,2,3,4.5,0,27,24,2,0,54.9,1,1,18,95.0,11.1,2,5.6,0,20,19,2
Karlos Dansby,1754,LB,CLV,16,1,1,8,63.9,5,5,72,13.7,6.9,5,2,6.9,0,591,81,10,0,71.3,4,2,29,16.1,6.9,2,10.3,0,223,36,6
Daryl Smith,1760,LB,BLT,16,0,0,3,58.3,1,6,63,11.7,14.3,9,0,10.3,3,579,68,10,0,65.8,1,3,28,14.7,25.0,7,17.9,3,218,32,7
Dwan Edwards,1772,DI,CAR,15,2,0,5,53.2,4,14,321,98.0,6.2,20,0,3.4,2,342,335,20,1,54.2,3,13,175,100.0,9.1,16,5.1,1,185,185,17
Randy Starks,1792,DI,CLV,15,1,1,8,60.6,4,14,259,98.9,7.7,20,3,3.9,1,280,277,19,0,68.8,2,11,102,100.0,14.7,15,7.4,1,114,114,14
Will Allen,1832,S,PIT,15,0,0,25,81.3,1,9,45,7.6,15.6,7,2,20.0,4,617,47,14,0,79.4,0,5,18,7.7,16.7,3,30.6,3,261,20,8
Jared Allen,1847,ED,CAR,17,3,0,5,63.1,24,20,427,94.7,13.8,59,2,5.9,3,473,448,47,1,62.0,15,12,225,96.8,16.0,36,7.3,3,248,240,30
Antonio Smith,1856,DI,DEN,19,2,1,10,63.8,6,24,293,100.0,11.6,34,1,6.5,4,320,320,34,2,65.3,4,15,152,100.0,15.8,24,8.2,3,171,171,22
Mike Adams,1972,S,IND,13,0,0,14,91.4,0,2,10,2.1,10.0,1,1,20.0,1,487,10,3,0,93.0,0,2,5,2.5,20.0,1,40.0,1,202,5,3
Antrel Rolle,2225,S,CHI,7,0,0,6,57.7,0,1,2,0.8,0.0,0,0,25.0,0,236,2,1,0,58.7,0,0,1,1.0,0.0,0,0.0,0,105,1,0
DeMarcus Ware,2228,ED,DEN,14,0,2,10,90.1,17,38,326,89.8,20.9,68,7,11.8,11,384,345,66,0,86.4,10,21,158,92.8,27.2,43,15.5,9,180,167,40
Thomas Davis Sr.,2231,LB,CAR,19,0,0,5,67.6,6,16,124,16.1,13.7,17,1,13.7,6,782,126,28,0,63.1,2,6,56,14.1,14.3,8,14.3,4,410,58,12
Derrick Johnson,2232,LB,KC,18,0,0,16,59.2,3,12,79,10.6,8.9,7,3,14.6,4,792,84,19,0,60.5,2,7,47,13.2,6.4,3,13.8,2,386,51,11
Jonathan Babineaux,2276,DI,ATL,16,1,0,2,60.3,8,18,361,96.0,9.7,35,0,4.2,2,403,387,28,0,63.5,7,14,220,100.0,13.6,30,5.2,1,233,233,22
Justin Tuck,2291,DI,OAK,5,3,0,23,60.3,5,3,155,99.4,7.1,11,0,3.2,1,167,166,9,1,57.5,2,3,85,100.0,8.2,7,4.1,1,93,93,6
Chris Canty,2349,DI,BLT,9,1,0,3,61.9,3,8,149,99.4,7.4,11,0,4.4,1,161,160,12,0,66.6,3,2,47,98.1,12.8,6,7.4,1,53,52,6
Trent Cole,2363,ED,IND,14,2,1,14,69.6,6,24,270,86.8,13.3,36,4,6.7,3,333,289,33,0,60.5,4,13,122,94.3,17.2,21,7.8,1,140,132,18
C.J. Mosley,2408,DI,MIA,11,0,0,17,57.5,3,4,115,99.2,7.0,8,2,3.0,0,127,126,7,0,63.2,3,3,53,100.0,13.2,7,5.7,0,59,59,6
Jay Ratliff,2441,DI,CHI,2,0,0,6,50.2,1,1,45,100.0,4.4,2,0,2.2,0,47,47,2,0,49.2,0,1,19,100.0,5.3,1,2.6,0,19,19,1
Lorenzo Alexander,2476,ED,OAK,4,0,0,23,72.2,0,2,5,33.3,40.0,2,0,20.0,0,15,5,2,0,74.7,0,2,3,50.0,66.7,2,33.3,0,6,3,2
Brandon Browner,2512,CB,NO,16,0,2,20,49.1,0,0,9,1.4,0.0,0,22,0.0,0,633,9,0,0,52.1,0,0,4,1.5,0.0,0,0.0,0,272,4,0
Ahmad Brooks,2945,ED,SF,14,0,1,28,51.0,3,26,291,72.5,10.3,30,10,7.4,7,429,311,36,0,55.8,2,13,137,86.8,13.9,19,8.4,4,174,151,19
Mario Williams,2946,ED,BUF,15,1,0,4,47.1,6,25,507,95.1,6.9,35,1,4.0,5,576,548,36,0,49.7,2,8,166,96.3,9.0,15,4.2,2,191,184,12
A.J. Hawk,2950,LB,CIN,17,0,0,7,66.1,0,1,10,7.7,10.0,1,0,15.0,1,142,11,2,0,66.7,0,1,2,9.4,50.0,1,25.0,0,32,3,1
Donte Whitner,2953,S,CLV,14,0,0,8,56.4,0,1,14,3.0,14.3,2,0,10.7,1,494,15,2,0,59.7,0,0,6,3.8,16.7,1,16.7,1,185,7,1
Haloti Ngata,2957,DI,DET,14,3,0,11,68.5,4,25,357,98.7,9.2,33,1,5.2,4,388,383,33,0,71.4,3,21,175,99.5,14.9,26,8.6,3,197,196,27
Chad Greenway,2962,LB,MIN,17,0,1,18,58.7,2,2,29,9.0,17.2,5,2,17.2,3,346,31,7,0,66.1,2,2,10,7.9,50.0,5,40.0,2,139,11,6
Tamba Hali,2965,ED,KC,17,1,1,16,79.9,10,58,517,86.8,17.2,89,1,7.9,7,629,546,75,0,88.1,8,34,265,92.3,23.0,61,10.6,7,310,286,49
Manny Lawson,2967,LB,BUF,16,3,0,4,51.0,3,4,117,29.8,5.1,6,2,3.8,1,413,123,8,0,51.1,2,0,35,31.7,8.6,3,5.7,1,120,38,3
DeMeco Ryans,2978,LB,PHI,14,0,0,24,52.9,1,3,41,15.2,2.4,1,2,4.9,0,297,45,4,0,54.9,0,2,15,15.8,6.7,1,6.7,0,114,18,2
D'Qwell Jackson,2979,LB,IND,16,0,0,14,45.3,1,12,127,20.9,5.5,7,2,6.7,2,646,135,15,0,48.7,1,6,56,22.8,8.9,5,8.0,1,259,59,8
Roman Harper,2988,S,CAR,19,0,0,5,61.1,1,5,17,2.3,5.9,1,3,17.6,0,724,17,6,0,61.8,1,2,6,1.6,16.7,1,25.0,0,375,6,3
Darryl Tapp,3008,ED,DET,16,0,0,11,57.9,4,9,204,99.1,8.8,18,0,4.2,2,217,215,15,0,55.0,1,3,60,97.1,8.3,5,5.0,1,68,66,5
James Anderson,3033,LB,NO,3,0,0,20,64.0,1,0,9,16.1,22.2,2,0,5.6,0,62,10,1,0,62.4,1,0,4,18.5,25.0,1,12.5,0,27,5,1
Frostee Rucker,3036,DI,ARZ,15,0,0,1,58.9,10,15,330,99.4,8.5,28,2,4.7,3,358,356,28,0,62.5,4,10,143,100.0,13.3,19,7.0,3,154,154,17
Jason Hatcher,3037,DI,WAS,16,1,0,32,74.1,12,38,373,100.0,15.3,57,2,7.2,2,396,396,52,0,87.8,11,32,185,100.0,25.9,48,12.7,2,197,197,45
Will Blackmon,3060,CB,WAS,16,0,1,32,74.9,0,0,2,0.4,50.0,1,4,50.0,1,548,2,1,0,58.1,0,0,2,0.8,0.0,0,0.0,0,243,2,0
Stephen Tulloch,3061,LB,DET,16,0,0,11,62.8,3,2,31,9.6,6.5,2,1,11.3,1,375,36,6,0,69.0,2,0,8,10.6,12.5,1,12.5,0,123,13,2
Domata Peko Sr.,3068,DI,CIN,17,1,0,7,61.8,1,4,273,100.0,6.2,17,2,2.7,5,287,287,10,0,68.1,1,2,77,100.0,9.1,7,4.5,2,81,81,5
Barry Cofield,3069,DI,NYG,2,0,0,21,64.2,0,0,7,100.0,14.3,1,0,0.0,0,7,7,0,0,58.2,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Elvis Dumervil,3071,ED,BLT,16,2,0,3,75.2,16,42,437,92.8,14.2,62,5,8.2,7,501,465,65,2,81.2,5,25,181,97.5,19.9,36,10.5,4,202,197,34
Kyle Williams,3079,DI,BUF,6,0,0,4,59.9,5,7,206,93.7,7.3,15,2,3.4,1,237,222,13,0,61.7,2,6,69,98.7,14.5,10,7.2,1,77,76,9
Rob Ninkovich,3080,ED,NE,18,5,0,19,55.6,13,30,491,77.0,9.8,48,0,5.8,7,678,522,50,0,58.2,10,10,236,85.7,11.0,26,6.8,6,294,252,26
Jeremy Mincey,3136,ED,DAL,14,0,0,9,56.9,3,14,204,98.2,9.3,19,1,4.2,0,223,219,17,0,59.1,2,9,79,97.8,15.2,12,7.0,0,90,88,11
Kedric Golston,3141,DI,WAS,16,0,0,32,58.8,1,3,88,100.0,3.4,3,1,2.3,0,96,96,4,0,55.8,0,1,20,100.0,5.0,1,2.5,0,23,23,1
Antoine Bethea,3152,S,SF,7,0,0,28,91.1,2,1,9,3.6,22.2,2,2,27.8,1,276,10,4,0,92.3,1,1,4,3.4,50.0,2,50.0,1,117,4,3
Cortland Finnegan,3160,CB,CAR,8,0,1,5,77.2,3,3,17,6.1,11.8,2,3,17.6,0,280,17,6,0,90.4,3,2,8,5.0,25.0,2,31.3,0,160,8,5
Stephen Bowen,3242,DI,NYJ,14,0,0,22,60.9,0,6,70,100.0,10.0,7,0,4.3,0,74,74,6,0,66.1,0,5,29,100.0,17.2,5,8.6,0,31,31,5
Tom Johnson,3378,DI,MIN,17,0,0,18,64.9,13,38,482,99.4,11.8,57,3,6.5,6,518,515,57,0,70.6,8,28,242,100.0,17.4,42,9.1,4,261,261,40
Tony McDaniel,3423,DI,TB,14,1,0,30,57.4,1,3,116,100.0,5.2,6,2,3.4,2,121,121,6,1,57.5,1,1,35,100.0,5.7,2,5.7,1,36,36,3
Tramon Williams,3558,CB,CLV,15,0,0,8,64.8,1,0,3,0.5,0.0,0,7,16.7,0,551,3,1,0,64.8,1,0,3,1.5,0.0,0,16.7,0,206,3,1
Brent Grimes,3589,CB,MIA,15,1,1,17,87.8,0,1,2,0.4,50.0,1,3,25.0,0,535,2,1,0,58.6,0,0,1,0.5,0.0,0,0.0,0,202,1,0
Darrelle Revis,3630,CB,NYJ,14,0,0,22,59.0,0,0,1,0.2,0.0,0,3,0.0,0,584,1,0,0,59.0,0,0,1,0.4,0.0,0,0.0,0,270,1,0
Lawrence Timmons,3631,LB,PIT,18,2,0,25,69.5,3,12,127,17.8,11.8,15,3,9.8,5,749,133,20,2,75.9,2,8,63,22.3,19.0,12,12.7,3,301,67,13
Leon Hall,3634,CB,CIN,15,0,0,7,57.4,0,2,23,4.4,4.3,1,0,4.3,0,546,24,2,0,47.3,0,0,7,2.6,0.0,0,0.0,0,270,7,0
Michael Griffin,3635,S,TEN,15,0,0,31,54.9,0,3,36,7.4,5.6,2,2,9.7,2,526,39,5,0,47.5,0,2,15,6.7,0.0,0,6.7,0,225,15,2
Reggie Nelson,3637,S,CIN,17,0,0,7,51.5,1,4,47,6.6,0.0,0,0,7.4,1,730,48,6,0,58.6,1,3,19,5.9,0.0,0,15.8,1,338,20,5
Brandon Meriweather,3640,S,NYG,13,2,0,21,71.9,0,2,8,1.8,12.5,1,1,12.5,0,512,9,2,0,55.5,0,0,2,0.9,0.0,0,0.0,0,234,2,0
Jon Beason,3641,LB,NYG,4,0,0,21,47.4,0,0,6,13.0,0.0,0,0,0.0,0,69,9,0,0,50.6,0,0,4,20.8,0.0,0,0.0,0,24,5,0
Alan Branch,3649,DI,NE,18,2,0,19,70.1,1,14,247,100.0,8.9,22,1,3.8,2,257,257,17,2,76.8,0,7,64,100.0,17.2,11,5.5,0,66,66,7
Paul Posluszny,3650,LB,JAX,14,0,0,15,64.2,7,5,56,10.3,10.7,6,0,12.5,1,604,62,13,0,55.9,1,3,30,12.8,10.0,3,6.7,0,266,34,4
Eric Weddle,3653,S,SD,13,1,0,27,69.6,2,4,37,8.9,10.8,4,0,10.8,1,448,40,7,1,71.2,0,3,17,10.1,17.6,3,14.7,1,189,19,4
Lamarr Woodley,3662,ED,ARZ,10,0,0,1,54.6,1,6,94,70.5,5.3,5,1,4.8,1,149,105,8,0,55.6,1,2,32,87.8,9.4,3,4.7,0,41,36,3
David Harris,3663,LB,NYJ,16,1,0,22,68.1,3,12,126,21.1,14.3,18,1,9.9,5,636,134,20,1,75.1,3,9,61,22.6,21.3,13,14.8,3,292,66,15
Justin Durant,3664,LB,ATL,13,0,0,2,60.1,0,2,26,6.7,11.5,3,0,3.8,0,401,27,2,0,60.5,0,1,16,8.4,12.5,2,3.1,0,203,17,1
Josh Wilson,3671,CB,DET,8,0,2,11,71.4,0,2,11,6.1,18.2,2,2,27.3,2,180,11,4,0,81.0,0,0,5,6.0,40.0,2,40.0,2,83,5,2
Charles Johnson,3699,ED,CAR,12,1,0,5,69.4,3,23,335,93.3,11.6,39,2,5.1,4,374,349,30,0,70.7,1,10,181,96.5,12.2,22,4.7,3,198,191,14
Brandon Mebane,3701,DI,SEA,17,0,1,29,67.3,1,17,262,96.5,9.5,25,3,4.6,3,286,276,21,0,69.9,0,10,97,100.0,14.4,14,7.2,2,104,104,12
Brian Robison,3718,ED,MIN,17,4,0,18,65.8,6,49,549,96.8,11.7,64,1,5.9,5,601,582,60,1,70.6,3,35,252,97.1,15.9,40,8.7,3,276,268,41
Paul Soliai,3724,DI,ATL,14,0,0,2,73.8,6,6,144,98.0,11.1,16,2,4.2,0,152,149,12,0,70.6,1,3,39,100.0,12.8,5,5.1,0,41,41,4
Dashon Goldson,3742,S,WAS,16,0,0,32,62.3,1,0,12,2.2,0.0,0,2,4.2,0,640,14,1,0,60.9,1,0,5,1.8,0.0,0,10.0,0,278,5,1
Corey Graham,3784,S,BUF,15,0,0,4,63.9,7,4,41,6.7,4.9,2,4,15.9,1,612,41,12,0,56.5,0,2,11,5.8,0.0,0,18.2,1,191,11,3
William Gay,3786,CB,PIT,18,0,1,25,54.6,1,4,34,4.4,2.9,1,5,10.3,1,788,35,6,0,71.0,1,1,10,3.0,10.0,1,20.0,1,330,10,3
Trumaine McBride,3837,CB,NYG,15,0,0,21,55.1,0,2,22,8.6,4.5,1,3,4.5,0,266,23,2,0,50.3,0,0,14,10.9,7.1,1,0.0,0,138,15,0
Alan Ball,3853,CB,CHI,15,0,0,6,52.0,0,0,5,3.0,0.0,0,2,0.0,0,165,5,0,0,54.2,0,0,3,4.2,0.0,0,0.0,0,71,3,0
Craig Dahl,3920,S,NYG,14,0,0,21,54.8,0,2,24,8.5,12.5,3,0,8.3,1,307,26,3,0,62.7,0,2,10,7.4,30.0,3,20.0,1,149,11,3
Mike Devito,3928,DI,KC,15,0,0,16,57.6,0,9,166,100.0,7.2,12,0,4.5,3,182,182,12,0,60.8,0,3,61,100.0,8.2,5,4.1,1,68,68,4
James Ihedigbo,4147,S,DET,15,0,1,11,84.9,1,3,26,8.3,7.7,2,4,11.5,1,325,27,5,0,92.9,0,3,10,8.5,20.0,2,25.0,1,130,11,4
Chris Long,4316,ED,SL,12,0,0,26,53.4,0,14,299,100.0,7.7,23,0,3.7,4,315,315,18,0,54.4,0,9,106,100.0,11.3,12,6.1,2,114,114,11
Glenn Dorsey,4319,DI,SF,9,0,0,28,47.0,3,4,171,100.0,2.9,5,0,2.0,0,182,182,7,0,50.9,3,1,50,100.0,6.0,3,4.0,0,55,55,4
Jerod Mayo,4324,LB,NE,16,0,0,19,50.4,2,7,44,20.7,9.1,4,0,12.5,1,222,46,10,0,52.4,2,3,23,29.9,4.3,1,10.9,0,77,23,5
Leodis McKelvin,4325,CB,BUF,9,0,1,4,54.4,0,0,3,1.6,0.0,0,1,0.0,0,244,4,0,0,56.5,0,0,1,2.4,0.0,0,0.0,0,85,2,0
Dominique Rodgers-Cromartie,4330,CB,NYG,15,0,0,21,56.3,0,0,2,0.4,0.0,0,3,0.0,0,555,2,0,0,,0,0,0,0.0,,0,,0,246,0,0
Aqib Talib,4334,CB,DEN,18,0,2,10,59.7,0,0,1,0.1,0.0,0,11,0.0,0,780,1,0,0,59.7,0,0,1,0.3,0.0,0,0.0,0,397,1,0
Mike Jenkins,4339,CB,TB,10,0,2,30,66.0,0,1,1,0.5,100.0,1,2,50.0,0,200,1,1,0,,0,0,0,0.0,,0,,0,91,0,0
Brandon Flowers,4349,CB,SD,11,0,1,27,67.0,0,0,3,1.0,33.3,1,6,33.3,1,384,4,1,0,53.2,0,0,1,1.3,0.0,0,0.0,0,156,2,0
Curtis Lofton,4351,LB,OAK,16,0,0,23,45.1,1,3,25,9.5,4.0,1,1,8.0,0,305,29,4,0,43.3,0,1,13,12.3,0.0,0,3.8,0,122,15,1
Tracy Porter,4354,CB,CHI,14,0,0,6,53.0,0,2,3,0.6,33.3,1,4,33.3,0,523,3,2,0,53.0,0,2,3,1.2,33.3,1,33.3,0,241,3,2
Calais Campbell,4364,DI,ARZ,18,2,0,1,67.2,13,32,569,99.8,8.8,50,5,5.0,6,612,611,51,2,72.2,4,22,256,100.0,12.1,31,6.6,4,278,278,30
Jason Jones,4368,ED,DET,15,0,0,11,63.5,6,29,322,99.1,12.7,41,7,7.0,5,345,342,40,0,69.8,6,20,164,98.9,20.1,33,11.0,5,182,180,31
Kendall Langford,4380,DI,IND,16,4,0,14,60.4,11,24,498,99.8,8.0,40,0,4.9,7,529,528,42,0,62.2,6,11,207,100.0,9.7,20,6.5,5,219,219,22
Pat Sims,4391,DI,CIN,9,1,0,7,70.8,3,5,100,100.0,11.0,11,1,5.0,1,104,104,9,1,67.2,1,1,29,100.0,10.3,3,6.9,1,30,30,3
Andre Fluellen,4401,DI,DET,4,0,0,11,59.4,0,3,48,100.0,6.3,3,0,3.1,0,49,49,3,0,65.9,0,2,13,100.0,15.4,2,7.7,0,13,13,2
Cliff Avril,4406,ED,SEA,18,5,1,29,77.8,17,44,510,96.5,15.7,80,5,8.3,12,564,544,73,3,81.7,11,29,238,97.4,22.7,54,11.8,8,270,263,48
Philip Wheeler,4407,LB,ATL,9,0,0,2,88.2,1,1,12,19.4,25.0,3,2,16.7,1,72,14,3,0,91.3,1,1,8,31.3,25.0,2,25.0,1,32,10,3
Tyvon Branch,4414,S,KC,16,0,0,16,65.1,0,1,9,2.2,22.2,2,0,16.7,1,411,9,2,0,61.0,0,0,5,2.2,20.0,1,0.0,0,223,5,0
William Hayes,4417,ED,SL,16,0,0,26,77.6,9,31,318,99.7,15.7,50,7,8.5,7,344,343,47,0,88.4,4,15,112,100.0,24.1,27,12.1,4,124,124,23
Dwight Lowery,4427,S,IND,16,1,0,14,71.5,1,4,19,3.3,5.3,1,2,18.4,1,659,22,6,0,75.6,1,2,11,4.8,9.1,1,22.7,1,271,13,4
Quintin Demps,4431,S,HST,15,0,0,13,63.0,0,2,17,3.5,5.9,1,2,11.8,1,519,18,3,0,61.7,0,1,6,3.0,16.7,1,25.0,1,198,6,2
Red Bryant,4435,DI,ARZ,7,0,0,1,54.2,0,1,57,100.0,3.5,2,1,0.9,0,60,60,1,0,57.1,0,1,15,100.0,6.7,1,3.3,0,17,17,1
Brandon Carr,4454,CB,DAL,16,0,0,9,80.8,2,0,1,0.2,0.0,0,5,100.0,0,601,1,2,0,66.9,1,0,1,0.4,0.0,0,50.0,0,263,1,1
Letroy Guion,4466,DI,GB,15,0,0,12,57.8,2,11,168,99.4,7.1,12,2,3.9,0,175,174,13,0,55.5,1,4,62,100.0,6.5,4,4.0,0,63,63,5
Kroy Biermann,4468,ED,ATL,16,0,1,2,57.5,6,9,214,91.8,10.3,22,2,4.4,2,244,224,17,0,61.3,2,3,66,88.6,13.6,9,5.3,1,79,70,6
Erik Walden,4481,ED,IND,15,1,0,14,61.5,12,24,335,74.4,13.1,44,6,6.3,3,481,358,39,0,63.0,7,14,155,81.7,16.8,26,6.8,0,202,165,21
Nick Hayden,4495,DI,DAL,16,2,0,9,54.2,1,5,251,98.5,3.2,8,0,1.2,0,274,270,6,1,52.2,1,3,90,100.0,4.4,4,2.2,0,100,100,4
Ahtyba Rubin,4504,DI,SEA,18,0,0,29,56.4,2,12,241,100.0,6.2,15,4,3.3,1,256,256,15,0,62.6,1,6,75,100.0,10.7,8,6.0,1,81,81,8
Joe Mays,4514,LB,SD,1,0,0,27,64.4,0,1,1,25.0,100.0,1,0,50.0,0,4,1,1,0,,0,0,0,0.0,,0,,0,1,0,0
Cary Williams,4543,CB,WAS,11,0,0,32,97.8,0,0,1,0.3,0.0,0,3,100.0,1,377,1,1,0,,0,0,0,0.0,,0,,0,170,0,0
Wesley Woodyard,4583,LB,TEN,16,0,0,31,79.0,2,4,42,18.8,16.7,7,2,19.0,5,234,44,11,0,84.6,0,2,20,29.3,20.0,4,30.0,5,75,22,7
