player,player_id,position,team_name,player_game_count,batted_passes,declined_penalties,franchise_id,grades_pass_rush_defense,hits,hurries,pass_rush_opp,pass_rush_percent,pass_rush_win_rate,pass_rush_wins,penalties,prp,sacks,snap_counts_pass_play,snap_counts_pass_rush,total_pressures,true_pass_set_batted_passes,true_pass_set_grades_pass_rush_defense,true_pass_set_hits,true_pass_set_hurries,true_pass_set_pass_rush_opp,true_pass_set_pass_rush_percent,true_pass_set_pass_rush_win_rate,true_pass_set_pass_rush_wins,true_pass_set_prp,true_pass_set_sacks,true_pass_set_snap_counts_pass_play,true_pass_set_snap_counts_pass_rush,true_pass_set_total_pressures
Husain Abdullah,4652,S,KC,13,0,0,16,60.7,2,4,41,12.3,12.2,5,2,7.3,0,390,48,6,0,51.2,1,1,23,13.0,8.7,2,4.3,0,215,28,2
Leger Douzable,4654,DI,NYJ,16,0,0,22,50.9,6,7,177,98.5,7.9,14,1,4.2,1,195,192,14,0,51.3,5,6,104,99.1,9.6,10,5.3,0,116,115,11
Erin Henderson,4656,LB,NYJ,11,0,0,22,52.1,0,4,44,32.9,6.8,3,0,4.5,0,143,47,4,0,44.2,0,0,20,35.6,0.0,0,0.0,0,59,21,0
David Hawthorne,4693,LB,NO,9,0,0,20,57.4,1,0,10,10.7,10.0,1,0,5.0,0,103,11,1,0,54.0,0,0,3,9.7,0.0,0,0.0,0,31,3,0
Ropati Pitoitua,4707,DI,TEN,4,0,0,31,61.9,0,1,10,90.9,10.0,1,0,5.0,0,11,10,1,0,57.8,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Danny Lansanah,4713,LB,TB,16,1,0,30,84.8,0,3,9,7.4,44.4,4,0,27.8,1,148,11,4,0,79.0,0,2,4,9.3,50.0,2,25.0,0,43,4,2
Kyle Arrington,4742,CB,BLT,15,0,2,3,80.7,2,2,13,5.1,15.4,2,3,15.4,0,255,13,4,0,80.5,0,2,5,4.3,40.0,2,20.0,0,116,5,2
Wallace Gilberry,4763,ED,CIN,17,1,0,7,64.0,16,33,499,98.7,10.8,54,1,5.3,2,534,527,51,0,68.7,12,25,271,99.0,15.5,42,7.6,2,295,292,39
Jerrell Freeman,4888,LB,IND,13,0,0,14,69.7,4,5,62,14.9,16.1,10,1,12.1,3,450,67,12,0,75.6,4,4,38,23.0,23.7,9,18.4,3,178,41,11
Cameron Wake,4907,ED,MIA,7,1,1,17,93.3,2,10,139,97.5,18.7,26,4,9.4,7,158,154,19,0,96.3,1,8,54,98.5,35.2,19,19.4,6,65,64,15
Tyson Jackson,4926,DI,ATL,16,0,0,2,47.0,0,7,185,100.0,4.3,8,0,1.9,0,193,193,7,0,50.4,0,2,59,100.0,5.1,3,1.7,0,61,61,2
B.J. Raji,4932,DI,GB,17,2,1,12,66.5,0,13,225,98.8,7.6,17,5,3.3,1,240,237,14,0,81.8,0,10,59,100.0,20.3,12,10.2,1,65,65,11
Brian Orakpo,4936,ED,TEN,16,4,0,31,69.5,6,36,398,78.2,13.1,52,2,7.0,7,533,417,49,3,76.4,4,24,172,81.2,19.8,34,11.0,5,223,181,33
Malcolm Jenkins,4937,S,PHI,16,0,1,24,47.1,0,2,21,2.9,4.8,1,3,4.8,0,733,21,2,0,50.0,0,0,9,2.5,0.0,0,0.0,0,364,9,0
Brian Cushing,4938,LB,HST,17,4,0,13,45.0,1,5,140,24.1,4.3,6,3,2.1,0,640,154,6,0,39.6,1,3,65,31.7,6.2,4,3.1,0,230,73,4
Robert Ayers,4941,ED,NYG,12,4,0,21,85.0,13,25,368,96.9,15.8,58,3,7.9,10,392,380,48,2,86.3,5,15,172,98.9,19.2,33,7.6,3,182,180,23
Vontae Davis,4948,CB,IND,16,0,0,14,66.0,0,1,1,0.3,100.0,1,8,50.0,0,636,2,1,0,56.2,0,0,0,0.4,,0,,0,261,1,0
Clay Matthews,4949,LB,GB,18,1,0,12,65.9,11,40,359,50.8,13.6,49,2,9.6,9,730,371,60,1,64.5,4,30,226,63.2,16.4,37,9.3,4,370,234,38
Ziggy Hood,4955,DI,CHI,2,0,0,6,50.5,0,0,22,100.0,0.0,0,0,0.0,0,25,25,0,0,51.6,0,0,12,100.0,0.0,0,0.0,0,14,14,0
Patrick Chung,4957,S,NE,17,0,0,19,64.2,0,4,16,2.4,18.8,3,5,12.5,0,667,16,4,0,73.1,0,2,7,2.5,28.6,2,14.3,0,281,7,2
James Laurinaitis,4958,LB,SL,16,0,0,26,51.7,8,6,126,19.7,4.8,6,0,7.1,2,717,141,16,0,51.8,3,1,59,26.5,3.4,2,6.8,2,260,69,6
Rey Maualuga,4961,LB,CIN,15,0,0,7,61.3,1,6,26,7.3,23.1,6,2,13.5,0,370,27,7,0,59.8,0,2,10,6.9,10.0,1,10.0,0,145,10,2
Darius Butler,4964,CB,IND,14,0,1,14,49.5,1,0,6,1.5,0.0,0,2,8.3,0,413,6,1,0,52.5,1,0,3,1.5,0.0,0,16.7,0,196,3,1
Jairus Byrd,4965,S,NO,13,0,0,20,65.8,1,0,9,1.9,11.1,1,1,16.7,1,514,10,2,0,69.6,1,0,7,3.2,0.0,0,21.4,1,222,7,2
Connor Barwin,4969,ED,PHI,16,5,0,24,67.5,7,33,454,74.3,11.5,52,3,6.2,8,649,482,48,2,70.5,7,21,258,84.3,15.1,39,8.5,8,325,274,36
Mike Mitchell,4970,S,PIT,18,0,0,25,59.8,3,4,34,4.6,5.9,2,2,10.3,0,784,36,7,0,60.7,2,1,17,5.1,5.9,1,8.8,0,331,17,3
William Moore,4978,S,ATL,11,0,0,2,55.5,0,0,3,1.0,0.0,0,2,0.0,0,289,3,0,0,55.9,0,0,2,1.5,0.0,0,0.0,0,137,2,0
Paul Kruger,4980,ED,CLV,16,1,0,8,68.2,8,43,359,88.2,16.2,58,5,7.9,3,431,380,54,1,72.3,3,25,152,88.5,21.1,32,10.5,2,182,161,30
Sen'Derrick Marks,4985,DI,JAX,4,3,0,15,51.8,0,0,99,100.0,0.0,0,0,0.0,0,102,102,0,3,54.0,0,0,49,100.0,0.0,0,0.0,0,51,51,0
Michael Johnson,4993,ED,CIN,17,2,2,7,52.7,13,35,551,94.6,8.2,45,3,5.3,5,616,583,53,0,57.5,9,24,267,98.0,12.7,34,7.3,3,294,288,36
Terrance Knighton,4995,DI,WAS,16,0,0,32,61.4,1,7,171,100.0,5.8,10,0,3.5,2,182,182,10,0,65.9,0,3,53,100.0,9.4,5,6.6,2,56,56,5
Roy Miller,5004,DI,JAX,16,0,0,15,68.8,2,10,271,100.0,7.4,20,4,4.1,5,289,289,17,0,56.8,0,5,85,100.0,9.4,8,4.1,1,89,89,6
Lardarius Webb,5011,CB,BLT,15,0,2,3,45.5,0,3,15,2.9,0.0,0,6,10.0,0,558,16,3,0,47.0,0,2,8,3.7,0.0,0,12.5,0,219,8,2
Jerraud Powers,5015,CB,ARZ,15,0,0,1,80.3,0,1,9,1.9,22.2,2,2,16.7,1,579,11,2,0,73.9,0,1,6,3.0,16.7,1,8.3,0,263,8,1
Rashad Johnson,5018,S,ARZ,16,0,0,1,50.3,1,0,6,1.3,16.7,1,0,8.3,0,635,8,1,0,52.2,1,0,4,1.8,25.0,1,12.5,0,282,5,1
Henry Melton,5028,DI,TB,16,2,0,30,58.6,9,14,307,100.0,10.7,33,4,4.7,3,330,330,26,1,59.9,8,9,159,100.0,15.7,25,6.6,2,173,173,19
Glover Quin,5035,S,DET,16,0,0,11,51.2,0,1,4,1.1,0.0,0,3,12.5,0,569,6,1,0,59.0,0,0,0,0.4,,0,,0,260,1,0
David Bruton,5037,S,DEN,13,0,1,10,68.6,0,2,12,3.8,16.7,2,4,16.7,1,367,14,3,0,57.9,0,1,7,3.9,14.3,1,7.1,0,206,8,1
Sammie Lee Hill,5038,DI,TEN,10,0,0,31,48.5,0,0,78,100.0,0.0,0,1,0.0,0,79,79,0,0,50.9,0,0,23,100.0,0.0,0,0.0,0,24,24,0
Lawrence Sidbury,5049,ED,TB,1,0,0,30,55.7,0,0,3,100.0,0.0,0,0,0.0,0,3,3,0,0,56.2,0,0,2,100.0,0.0,0,0.0,0,2,2,0
Greg Toler,5055,CB,IND,10,0,0,14,60.0,0,0,1,0.2,0.0,0,2,0.0,0,437,1,0,0,,0,0,0,0.0,,0,,0,185,0,0
Jasper Brinkley,5074,LB,NYG,10,0,0,21,92.5,0,1,17,8.3,17.6,3,0,14.7,2,217,18,3,0,58.8,0,1,6,10.8,16.7,1,8.3,0,65,7,1
Chris Clemons,5089,S,ARZ,8,0,0,1,60.0,0,0,1,2.5,0.0,0,0,0.0,0,40,1,0,0,60.0,0,0,1,5.6,0.0,0,0.0,0,18,1,0
Brice McCain,5112,CB,MIA,14,0,0,17,52.9,0,1,6,1.5,0.0,0,4,8.3,0,400,6,1,0,54.2,0,1,4,2.4,0.0,0,12.5,0,167,4,1
Jason McCourty,5127,CB,TEN,4,0,0,31,60.0,0,1,1,0.8,0.0,0,0,50.0,0,121,1,1,0,60.0,0,1,1,2.2,0.0,0,50.0,0,45,1,1
Vance Walker,5134,DI,DEN,18,0,0,10,60.6,2,13,220,100.0,9.5,21,1,4.3,2,236,236,17,0,68.2,1,7,88,100.0,13.6,12,6.8,2,99,99,10
Captain Munnerlyn,5140,CB,MIN,17,0,2,18,67.6,2,6,25,4.8,20.0,5,7,20.0,1,558,27,9,0,69.5,2,2,12,4.6,25.0,3,25.0,1,281,13,5
E.J. Biggers,5141,CB,PHI,15,0,0,24,49.1,0,0,9,2.2,0.0,0,1,0.0,0,403,9,0,0,50.2,0,0,5,2.2,0.0,0,0.0,0,225,5,0
Jamarca Sanford,5155,S,NO,11,0,0,20,52.6,0,0,5,7.2,0.0,0,0,0.0,0,69,5,0,0,54.6,0,0,3,10.7,0.0,0,0.0,0,28,3,0
Ricky Jean Francois,5168,DI,WAS,17,1,1,32,57.6,0,13,213,100.0,7.0,15,4,4.0,2,229,229,15,0,59.5,0,6,73,100.0,6.8,5,5.5,1,80,80,7
Clinton McDonald,5173,DI,TB,6,0,0,30,73.8,1,1,101,99.1,4.0,4,1,1.0,0,111,110,2,0,85.0,1,1,35,100.0,5.7,2,2.9,0,39,39,2
Chris Baker,5188,DI,WAS,17,1,0,32,70.2,11,25,383,100.0,10.7,41,5,6.5,7,405,405,43,1,74.6,5,13,180,100.0,14.4,26,7.8,5,191,191,23
Desmond Bryant,5204,DI,CLV,14,0,0,8,68.2,9,17,306,98.5,10.8,33,1,6.5,7,330,325,33,0,74.1,5,9,123,98.5,16.3,20,8.9,4,135,133,18
Steve McLendon,5232,DI,PIT,18,0,0,25,51.9,1,5,220,99.6,5.0,11,3,1.8,1,233,232,7,0,56.1,1,3,76,100.0,10.5,8,2.6,0,81,81,4
Colt Anderson,5242,S,IND,8,0,0,14,62.5,0,0,3,3.3,33.3,1,0,0.0,0,92,3,0,0,67.6,0,0,0,0.0,,1,,0,33,0,0
Michael Bennett,5273,ED,SEA,18,2,3,29,82.7,17,63,534,97.3,18.9,101,11,9.6,11,589,573,91,0,81.3,9,38,252,99.6,25.4,64,12.1,7,278,277,54
Ramon Humber,5310,LB,NO,13,0,0,20,51.5,1,0,16,11.6,0.0,0,1,9.4,1,164,19,2,0,56.4,1,0,9,14.1,0.0,0,16.7,1,71,10,2
Dan Skuta,5349,LB,JAX,13,1,0,15,73.8,1,8,78,40.7,19.2,15,1,8.3,2,204,83,11,1,66.3,1,5,34,47.9,20.6,7,11.8,1,71,34,7
Phillip Hunt,5371,ED,NO,2,0,0,20,63.8,0,3,26,100.0,15.4,4,0,9.6,1,26,26,4,0,74.1,0,3,12,100.0,33.3,4,20.8,1,12,12,4
Jonathan Casillas,5422,LB,NYG,15,1,1,21,58.6,0,5,60,14.2,6.7,4,2,5.8,1,459,65,6,1,65.9,0,4,36,17.6,8.3,3,8.3,1,221,39,5
Dannell Ellerbe,5442,LB,NO,6,0,0,20,56.5,2,2,16,11.9,12.5,2,1,12.5,0,168,20,4,0,55.0,1,0,9,16.2,11.1,1,5.6,0,68,11,1
Josh Mauga,5491,LB,KC,16,0,0,16,60.3,0,6,23,8.6,13.0,3,0,17.4,1,291,25,7,0,58.8,0,2,7,8.3,0.0,0,14.3,0,96,8,2
Ndamukong Suh,5527,DI,MIA,16,5,2,17,81.9,13,41,510,99.8,13.7,70,16,6.5,6,559,558,60,2,84.3,4,27,194,100.0,20.1,39,9.5,3,214,214,34
Gerald McCoy,5528,DI,TB,15,0,0,30,72.7,8,25,436,100.0,10.6,46,7,5.8,9,467,467,42,0,81.4,5,21,195,100.0,18.5,36,11.3,9,209,209,35
Eric Berry,5530,S,KC,18,0,0,16,65.2,0,2,9,1.5,0.0,0,1,11.1,0,784,12,2,0,68.1,0,2,7,2.5,0.0,0,14.3,0,393,10,2
Rolando McClain,5533,LB,DAL,11,0,0,9,67.0,4,5,40,13.1,17.5,7,2,16.3,2,335,44,11,0,70.5,1,2,21,15.1,14.3,3,16.7,2,139,21,5
Tyson Alualu,5535,DI,JAX,16,2,0,15,58.3,8,18,332,99.2,9.0,30,1,4.5,2,363,360,28,2,65.4,5,6,110,99.2,13.6,15,5.0,0,120,119,11
Brandon Graham,5538,ED,PHI,16,1,0,24,81.0,7,44,411,83.9,18.0,74,2,7.9,7,523,439,58,0,87.1,5,32,232,92.6,23.7,55,10.6,6,269,249,43
Earl Thomas III,5539,S,SEA,18,0,2,29,54.8,0,0,2,0.3,0.0,0,2,0.0,0,686,2,0,0,54.8,0,0,2,0.6,0.0,0,0.0,0,314,2,0
Jason Pierre-Paul,5540,ED,NYG,8,6,0,21,73.7,6,34,304,97.8,15.1,46,2,6.9,1,321,314,41,2,78.9,5,20,129,97.1,20.9,27,9.7,0,139,135,25
Derrick Morgan,5541,ED,TEN,10,2,0,31,63.4,7,20,230,82.2,12.2,28,2,7.2,3,292,240,30,0,65.0,5,10,89,84.8,19.1,17,9.6,1,112,95,16
Sean Weatherspoon,5544,LB,ARZ,15,0,0,1,49.8,1,2,30,25.6,6.7,2,0,5.0,0,121,31,3,0,52.8,1,2,22,31.9,9.1,2,6.8,0,69,22,3
Kareem Jackson,5545,CB,HST,13,0,0,13,48.0,0,1,9,2.3,11.1,1,4,5.6,0,429,10,1,0,50.8,0,0,3,2.7,0.0,0,0.0,0,148,4,0
Dan Williams,5551,DI,OAK,16,2,0,23,72.3,4,16,277,98.7,8.7,24,2,4.0,1,306,302,21,0,70.5,2,6,91,98.1,12.1,11,5.5,1,103,101,9
Devin McCourty,5552,S,NE,16,0,1,19,63.7,0,1,5,0.7,20.0,1,2,30.0,1,694,5,2,0,67.6,0,1,3,1.0,33.3,1,50.0,1,298,3,2
Jared Odrick,5553,ED,JAX,16,3,0,15,61.2,4,22,484,100.0,8.3,40,4,3.9,6,520,520,32,1,59.8,3,14,208,100.0,11.1,23,5.5,3,221,221,20
Kyle Wilson,5554,CB,NO,15,0,0,20,61.9,2,2,11,3.3,9.1,1,6,18.2,0,368,12,4,0,61.5,2,0,6,4.1,0.0,0,16.7,0,170,7,2
Jerry Hughes,5556,ED,BUF,16,2,0,4,75.5,5,49,541,91.1,12.4,67,13,5.9,5,643,586,59,0,75.9,2,21,175,95.1,16.6,29,7.1,1,206,196,24
Patrick Robinson,5557,CB,SD,16,0,1,27,48.7,1,3,10,2.2,0.0,0,4,20.0,0,448,10,4,0,39.1,0,2,6,3.0,0.0,0,16.7,0,203,6,2
Nate Allen,5562,S,OAK,5,0,0,23,56.0,0,0,3,2.2,0.0,0,0,0.0,0,135,3,0,0,59.1,0,0,1,1.8,0.0,0,0.0,0,56,1,0
T.J. Ward,5563,S,DEN,15,0,0,10,75.4,3,5,32,6.0,6.3,2,8,18.8,2,571,34,10,0,79.4,1,2,17,6.3,11.8,2,20.6,2,270,17,5
Koa Misi,5565,LB,MIA,13,0,0,17,76.9,3,10,55,14.8,20.0,11,1,11.8,0,400,59,13,0,82.1,3,4,20,15.1,40.0,8,17.5,0,146,22,7
Lamarr Houston,5569,ED,CHI,15,0,1,6,62.3,4,21,233,90.5,13.7,32,4,8.4,7,274,248,32,0,63.2,1,13,121,95.6,15.7,19,9.1,4,135,129,18
Linval Joseph,5571,DI,MIN,13,1,0,18,77.6,4,20,283,100.0,12.0,34,1,4.9,2,311,311,26,0,82.1,3,15,101,100.0,21.8,22,9.9,1,113,113,19
Taylor Mays,5574,S,OAK,11,0,0,23,49.8,0,0,9,3.9,0.0,0,2,0.0,0,230,9,0,0,55.9,0,0,2,1.8,0.0,0,0.0,0,112,2,0
Carlos Dunlap,5579,ED,CIN,17,2,1,7,69.5,17,48,600,95.6,13.8,83,2,7.9,15,662,633,80,1,76.6,12,34,297,96.7,22.6,67,11.4,11,330,319,57
Sean Lee,5580,LB,DAL,14,0,0,9,61.0,1,5,38,8.6,15.8,6,0,15.8,3,465,40,9,0,63.2,0,0,14,7.2,14.3,2,21.4,3,195,14,3
Mike Neal,5581,ED,GB,18,0,0,12,49.9,6,25,482,91.6,7.9,38,1,5.1,9,548,502,40,0,55.9,5,20,273,93.1,10.3,28,7.5,8,306,285,33
Morgan Burnett,5596,S,GB,13,0,0,12,52.2,1,7,19,4.3,26.3,5,0,21.1,0,506,22,8,0,69.8,1,1,7,3.2,28.6,2,14.3,0,247,8,2
Alex Carrington,5597,ED,BUF,7,0,0,4,58.4,2,5,103,99.1,9.7,10,0,3.4,0,107,106,7,0,64.0,1,3,29,96.9,17.2,5,6.9,0,32,31,4
D'Anthony Smith,5599,DI,CHI,2,0,0,6,49.8,0,0,29,100.0,0.0,0,0,0.0,0,29,29,0,0,52.8,0,0,11,100.0,0.0,0,0.0,0,11,11,0
Major Wright,5600,S,TB,9,0,1,30,55.1,0,1,3,3.2,0.0,0,2,16.7,0,125,4,1,0,56.9,0,1,2,3.3,0.0,0,25.0,0,60,2,1
Donald Butler,5603,LB,SD,11,0,0,27,51.2,0,3,43,16.9,9.3,4,1,5.8,1,261,44,4,0,48.4,0,1,18,21.1,5.6,1,2.8,0,90,19,1
Earl Mitchell,5605,DI,MIA,12,0,0,17,65.0,3,13,222,97.2,9.0,20,0,3.6,0,254,247,16,0,68.4,1,9,75,100.0,16.0,12,6.7,0,86,86,10
NaVorro Bowman,5615,LB,SF,16,0,0,28,66.4,5,19,117,20.0,19.7,23,4,13.7,4,629,126,28,0,73.2,2,14,71,28.0,25.4,18,16.9,4,268,75,20
Everson Griffen,5624,ED,MIN,16,2,1,18,74.4,19,48,523,96.2,15.3,80,8,8.7,12,577,555,79,0,84.0,16,37,237,96.3,25.3,60,13.7,6,267,257,59
Perry Riley,5627,LB,WAS,9,0,0,32,51.4,1,3,18,7.2,5.6,1,0,11.1,0,263,19,4,0,60.4,1,1,7,8.3,0.0,0,14.3,0,84,7,2
Alterraun Verner,5628,CB,TB,15,0,1,30,62.9,1,3,25,7.0,8.0,2,6,12.0,1,386,27,5,0,74.3,0,1,11,6.3,18.2,2,13.6,1,191,12,2
Darrell Stuckey,5634,S,SD,11,0,0,27,66.4,0,0,4,6.7,25.0,1,0,25.0,1,60,4,1,0,66.4,0,0,4,10.0,25.0,1,25.0,1,40,4,1
Walter Thurmond,5635,S,PHI,16,0,0,24,85.2,2,3,15,2.3,20.0,3,1,30.0,2,729,17,7,0,74.9,2,2,9,2.7,11.1,1,33.3,1,364,10,5
Geno Atkins,5643,DI,CIN,17,0,1,7,90.0,9,61,589,100.0,17.1,101,3,8.5,15,624,624,85,0,91.5,7,47,292,100.0,25.0,73,13.0,11,317,317,65
Al Woods,5646,DI,TEN,14,0,0,31,53.4,1,3,140,99.3,2.9,4,2,1.4,0,152,151,4,0,48.8,0,1,40,100.0,0.0,0,1.3,0,42,42,1
O'Brien Schofield,5653,ED,ATL,16,0,0,2,58.9,12,14,248,82.0,12.1,30,3,6.0,2,322,264,28,0,61.8,7,13,151,89.9,15.9,24,7.3,1,178,160,21
Kam Chancellor,5656,S,SEA,13,0,0,29,56.5,0,1,4,0.8,25.0,1,2,12.5,0,472,4,1,0,,0,1,0,0.0,,1,,0,217,0,1
Kendrick Lewis,5659,S,BLT,15,0,1,3,54.0,2,1,27,4.7,0.0,0,4,5.6,0,574,27,3,0,55.7,1,0,9,3.8,0.0,0,5.6,0,234,9,1
Perrish Cox,5660,CB,TEN,13,0,0,31,60.0,0,0,1,0.3,0.0,0,0,0.0,0,400,1,0,0,60.0,0,0,1,0.6,0.0,0,0.0,0,173,1,0
Sherrick McManis,5667,CB,CHI,9,0,1,6,49.6,0,0,5,2.5,0.0,0,3,0.0,0,203,5,0,0,59.1,0,0,1,1.1,0.0,0,0.0,0,93,1,0
Nolan Carroll,5668,CB,PHI,11,0,1,24,70.8,0,1,2,0.4,50.0,1,3,25.0,0,456,2,1,0,59.0,0,0,1,0.4,0.0,0,0.0,0,242,1,0
Cam Thomas,5669,DI,PIT,17,0,0,25,52.2,0,7,112,98.3,7.1,8,0,3.1,0,116,114,7,0,59.8,0,3,35,94.7,8.6,3,4.3,0,38,36,3
Larry Asante,5683,S,OAK,12,0,0,23,47.4,0,0,10,4.1,0.0,0,1,0.0,0,246,10,0,0,50.6,0,0,3,2.6,0.0,0,0.0,0,114,3,0
Reshad Jones,5686,S,MIA,16,1,0,17,73.2,0,4,23,4.0,8.7,2,2,17.4,2,625,25,6,0,65.6,0,3,11,4.6,9.1,1,13.6,0,238,11,3
Greg Hardy,5698,ED,DAL,12,1,0,9,74.2,14,19,309,98.2,14.6,45,3,7.6,7,336,330,40,0,67.2,8,11,141,99.4,18.4,26,10.3,5,155,154,24
Arthur Moats,5701,ED,PIT,17,2,0,25,61.5,5,30,300,80.4,10.3,31,2,7.2,4,398,320,39,2,70.2,3,15,131,82.9,16.0,21,9.2,3,170,141,21
Eugene Sims,5712,ED,SL,13,1,1,26,49.8,4,19,341,100.0,7.3,25,3,4.0,2,368,368,25,0,53.4,3,12,133,100.0,12.0,16,6.4,1,147,147,16
Willie Young,5736,ED,CHI,15,1,1,6,69.1,7,33,298,88.6,17.1,51,3,9.1,7,361,320,47,0,71.9,2,23,151,92.3,22.5,34,11.6,5,181,167,30
Dekoda Watson,5740,LB,NE,3,0,0,19,59.7,0,2,16,100.0,6.3,1,0,6.3,0,16,16,2,0,58.3,0,0,9,100.0,0.0,0,0.0,0,9,9,0
Phillip Adams,5747,CB,ATL,12,0,1,2,51.4,1,1,10,3.1,0.0,0,4,10.0,0,322,10,2,0,58.0,1,1,5,3.0,0.0,0,20.0,0,166,5,2
George Selvie,5749,ED,NYG,12,0,0,21,47.3,4,12,212,95.7,7.1,15,2,4.7,2,233,223,18,0,47.5,2,7,102,98.2,8.8,9,5.4,1,111,109,10
C.J. Wilson,5753,DI,DET,12,0,0,11,51.5,0,2,119,100.0,2.5,3,0,1.7,1,129,129,3,0,57.8,0,2,41,100.0,7.3,3,4.9,1,45,45,3
Sean Lissemore,5757,DI,SD,11,0,0,27,59.1,1,3,106,100.0,5.7,6,0,1.9,0,106,106,4,0,52.3,1,1,32,100.0,6.3,2,3.1,0,32,32,2
Ricardo Mathews,5761,DI,SD,16,0,0,27,51.7,0,14,298,100.0,4.7,14,4,2.7,1,317,317,15,0,54.0,0,9,115,100.0,7.0,8,3.9,0,121,121,9
Kavell Conner,5763,LB,SD,4,0,0,27,60.0,0,1,10,9.9,10.0,1,0,5.0,0,101,10,1,0,70.6,0,1,3,9.4,33.3,1,16.7,0,32,3,1
Doug Worthington,5765,DI,SL,2,0,0,26,66.2,1,3,34,97.5,14.7,5,0,5.9,0,40,39,4,0,60.4,0,1,15,100.0,13.3,2,3.3,0,18,18,1
Kurt Coleman,5767,S,CAR,18,0,0,5,69.3,1,1,21,2.7,4.8,1,0,9.5,1,827,22,3,0,66.4,0,0,6,1.4,16.7,1,0.0,0,431,6,0
Robert McClain,5771,CB,CAR,4,0,0,5,53.1,0,0,3,1.9,0.0,0,0,0.0,0,158,3,0,0,55.3,0,0,2,2.4,0.0,0,0.0,0,84,2,0
Sergio Brown,5803,S,JAX,15,0,0,15,70.5,0,3,15,5.8,20.0,3,0,23.3,2,329,19,5,0,62.4,0,2,9,7.8,22.2,2,22.2,1,141,11,3
Kyle Love,5806,DI,CAR,18,0,0,5,52.6,2,7,247,98.1,5.3,13,1,3.4,4,261,256,13,0,57.3,1,4,108,100.0,10.2,11,6.0,4,115,115,9
Vincent Rey,5811,LB,CIN,17,0,1,7,53.5,1,7,51,9.5,7.8,4,3,9.8,1,557,53,9,0,50.6,1,4,16,5.8,12.5,2,15.6,0,278,16,5
Jermelle Cudjo,5814,DI,DET,7,0,0,11,62.4,1,3,54,100.0,7.4,4,0,3.7,0,56,56,4,0,58.3,0,1,15,100.0,6.7,1,3.3,0,15,15,1
Darian Stewart,5820,S,DEN,18,0,0,10,76.5,1,1,11,2.3,9.1,1,0,18.2,1,647,15,3,0,74.7,0,0,5,2.1,0.0,0,20.0,1,338,7,1
Cassius Vaughn,5845,CB,SD,1,0,0,27,60.0,0,0,1,4.2,0.0,0,0,0.0,0,24,1,0,0,,0,0,0,0.0,,0,,0,9,0,0
Tramaine Brock Sr.,5903,CB,SF,15,0,0,28,59.5,0,3,6,1.0,0.0,0,3,25.0,0,592,6,3,0,51.2,0,2,3,1.2,0.0,0,33.3,0,246,3,2
